Fr,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31, ch0 , ch1 , ch2 , ch3 , ch4 , ch5 , ch6 , ch7 , ch8 , ch9 , ch10 , ch11 , ch12 , ch13 , ch14 , ch15 , ch16 , ch17 , ch18 , ch19 , ch20 , ch21 , ch22 , ch23 , ch24 , ch25 , ch26 , ch27 , ch28 , ch29 , ch30 , ch31 
417,0.000103541,0.000213985,9.51592E-05,0.000191642,0.000144763,0.00011322,0.000137743,0.000161262,9.14233E-05,8.32444E-05,7.53135E-05,0.000107319,0.000127383,0.000105,9.04013E-05,8.5711E-05,6.95404E-05,7.2299E-05,9.41829E-05,0.000101875,7.7211E-05,7.40886E-05,8.69408E-05,0.000121897,0.000140757,0.000111104,0.000140611,9.84766E-05,0.000172622,0.000221605,0.000146874,0.00014462,0.000103541,0.000213985,9.51592E-05,0.000191642,0.000144763,0.00011322,0.000137743,0.000161262,9.14233E-05,8.32444E-05,7.53135E-05,0.000107319,0.000127383,0.000105,9.04013E-05,8.5711E-05,6.95404E-05,7.2299E-05,9.41829E-05,0.000101875,7.7211E-05,7.40886E-05,8.69408E-05,0.000121897,0.000140757,0.000111104,0.000140611,9.84766E-05,0.000172622,0.000221605,0.000146874,0.00014462
418,0.000107584,0.000181413,6.80446E-05,0.000156646,0.000117586,8.66452E-05,7.84656E-05,6.93312E-05,6.101E-05,5.6347E-05,5.28682E-05,7.45117E-05,9.24178E-05,7.98132E-05,6.57819E-05,6.70257E-05,2.0579E-05,5.12461E-05,6.20285E-05,7.44883E-05,4.73649E-05,4.41538E-05,6.54689E-05,6.06553E-05,0.000173341,0.000116522,0.000124401,9.84953E-05,0.000119505,0.000131406,0.000114183,0.000117908,0.000107584,0.000181413,6.80446E-05,0.000156646,0.000117586,8.66452E-05,7.84656E-05,6.93312E-05,6.101E-05,5.6347E-05,5.28682E-05,7.45117E-05,9.24178E-05,7.98132E-05,6.57819E-05,6.70257E-05,2.0579E-05,5.12461E-05,6.20285E-05,7.44883E-05,4.73649E-05,4.41538E-05,6.54689E-05,6.06553E-05,0.000173341,0.000116522,0.000124401,9.84953E-05,0.000119505,0.000131406,0.000114183,0.000117908
419,1.63692E-05,2.41674E-05,9.77492E-06,1.80705E-05,1.67384E-05,1.66484E-05,1.0892E-05,8.46845E-06,2.50105E-05,9.21733E-06,1.88623E-05,1.0828E-05,1.57478E-05,1.23872E-05,1.05392E-05,9.45146E-06,9.73601E-06,9.20041E-06,1.05387E-05,1.13555E-05,1.18039E-05,6.99313E-06,1.46311E-05,1.05148E-05,2.91028E-05,2.48533E-05,2.38533E-05,1.77455E-05,2.81172E-05,3.34736E-05,2.87094E-05,2.90774E-05,1.63692E-05,2.41674E-05,9.77492E-06,1.80705E-05,1.67384E-05,1.66484E-05,1.0892E-05,8.46845E-06,2.50105E-05,9.21733E-06,1.88623E-05,1.0828E-05,1.57478E-05,1.23872E-05,1.05392E-05,9.45146E-06,9.73601E-06,9.20041E-06,1.05387E-05,1.13555E-05,1.18039E-05,6.99313E-06,1.46311E-05,1.05148E-05,2.91028E-05,2.48533E-05,2.38533E-05,1.77455E-05,2.81172E-05,3.34736E-05,2.87094E-05,2.90774E-05
420,2.45567E-06,7.9054E-06,1.6656E-06,3.11866E-06,1.43077E-06,2.3179E-06,1.95718E-06,2.82378E-06,1.85558E-05,2.77057E-07,2.60172E-06,1.58259E-06,1.43093E-06,1.30233E-06,1.27959E-06,1.16817E-06,5.29793E-06,6.51685E-07,1.18499E-06,8.47726E-07,2.05094E-06,1.05985E-06,2.12662E-06,1.91699E-06,4.56196E-06,5.62173E-06,5.74547E-06,4.1092E-06,9.53589E-06,9.25515E-06,6.22118E-06,6.50452E-06,2.45567E-06,7.9054E-06,1.6656E-06,3.11866E-06,1.43077E-06,2.3179E-06,1.95718E-06,2.82378E-06,1.85558E-05,2.77057E-07,2.60172E-06,1.58259E-06,1.43093E-06,1.30233E-06,1.27959E-06,1.16817E-06,5.29793E-06,6.51685E-07,1.18499E-06,8.47726E-07,2.05094E-06,1.05985E-06,2.12662E-06,1.91699E-06,4.56196E-06,5.62173E-06,5.74547E-06,4.1092E-06,9.53589E-06,9.25515E-06,6.22118E-06,6.50452E-06
421,2.23491E-05,5.18968E-05,8.91175E-06,2.1519E-05,9.05086E-06,1.51171E-05,9.50339E-06,2.24816E-05,3.3241E-05,6.25783E-06,5.33651E-06,7.96844E-06,9.03694E-06,1.17101E-05,6.31325E-06,6.73108E-06,1.19694E-05,3.40515E-06,6.40559E-06,8.69731E-06,8.62527E-06,6.14092E-06,7.64914E-06,4.2769E-06,3.79987E-05,3.7518E-05,4.13914E-05,3.33699E-05,3.91625E-05,5.54768E-05,3.24247E-05,4.33872E-05,2.23491E-05,5.18968E-05,8.91175E-06,2.1519E-05,9.05086E-06,1.51171E-05,9.50339E-06,2.24816E-05,3.3241E-05,6.25783E-06,5.33651E-06,7.96844E-06,9.03694E-06,1.17101E-05,6.31325E-06,6.73108E-06,1.19694E-05,3.40515E-06,6.40559E-06,8.69731E-06,8.62527E-06,6.14092E-06,7.64914E-06,4.2769E-06,3.79987E-05,3.7518E-05,4.13914E-05,3.33699E-05,3.91625E-05,5.54768E-05,3.24247E-05,4.33872E-05
422,2.86208E-05,0.000116083,2.26298E-05,2.94597E-05,3.19889E-05,2.79828E-05,2.81632E-05,4.06866E-05,0.000117499,3.12891E-05,4.65161E-05,2.61246E-05,1.66953E-05,2.36645E-05,2.40077E-05,2.41787E-05,4.92435E-05,1.60591E-05,2.36213E-05,2.43002E-05,3.07985E-05,2.41609E-05,2.54285E-05,1.54719E-05,3.69628E-05,6.48878E-05,3.67325E-05,4.10725E-05,7.34973E-05,0.000127784,5.25223E-05,5.80667E-05,2.86208E-05,0.000116083,2.26298E-05,2.94597E-05,3.19889E-05,2.79828E-05,2.81632E-05,4.06866E-05,0.000117499,3.12891E-05,4.65161E-05,2.61246E-05,1.66953E-05,2.36645E-05,2.40077E-05,2.41787E-05,4.92435E-05,1.60591E-05,2.36213E-05,2.43002E-05,3.07985E-05,2.41609E-05,2.54285E-05,1.54719E-05,3.69628E-05,6.48878E-05,3.67325E-05,4.10725E-05,7.34973E-05,0.000127784,5.25223E-05,5.80667E-05
423,3.35511E-05,0.000179329,3.95728E-05,8.17113E-05,4.25098E-05,3.36756E-05,4.70784E-05,5.26405E-05,0.000343178,4.82486E-05,0.000124521,5.68556E-05,2.62689E-05,4.60392E-05,4.70523E-05,4.78755E-05,0.000119324,3.41573E-05,3.92193E-05,3.35851E-05,4.02035E-05,4.76377E-05,4.61392E-05,4.07695E-05,2.38479E-05,6.93545E-05,2.2503E-05,3.99338E-05,0.000142612,0.000220246,6.37929E-05,7.17281E-05,3.35511E-05,0.000179329,3.95728E-05,8.17113E-05,4.25098E-05,3.36756E-05,4.70784E-05,5.26405E-05,0.000343178,4.82486E-05,0.000124521,5.68556E-05,2.62689E-05,4.60392E-05,4.70523E-05,4.78755E-05,0.000119324,3.41573E-05,3.92193E-05,3.35851E-05,4.02035E-05,4.76377E-05,4.61392E-05,4.07695E-05,2.38479E-05,6.93545E-05,2.2503E-05,3.99338E-05,0.000142612,0.000220246,6.37929E-05,7.17281E-05
424,5.13668E-05,0.000206542,5.19704E-05,0.000142502,7.52558E-05,2.52452E-05,2.69924E-05,4.90077E-05,0.000369774,2.46207E-05,4.11365E-05,4.7723E-05,3.90076E-05,4.53447E-05,4.37789E-05,4.02798E-05,0.000104661,4.68414E-05,4.24406E-05,3.96699E-05,2.90655E-05,3.88483E-05,3.89358E-05,4.80949E-05,6.66629E-05,7.69827E-05,6.61315E-05,0.000119417,0.000202754,0.000195239,9.47603E-05,8.71222E-05,5.13668E-05,0.000206542,5.19704E-05,0.000142502,7.52558E-05,2.52452E-05,2.69924E-05,4.90077E-05,0.000369774,2.46207E-05,4.11365E-05,4.7723E-05,3.90076E-05,4.53447E-05,4.37789E-05,4.02798E-05,0.000104661,4.68414E-05,4.24406E-05,3.96699E-05,2.90655E-05,3.88483E-05,3.89358E-05,4.80949E-05,6.66629E-05,7.69827E-05,6.61315E-05,0.000119417,0.000202754,0.000195239,9.47603E-05,8.71222E-05
425,0.000124147,0.000230531,8.56191E-05,0.000148487,0.000106361,7.01114E-05,0.000125167,0.000147586,0.000271436,6.44045E-05,0.000115006,6.25425E-05,5.92546E-05,9.17291E-05,3.9138E-05,5.82883E-05,0.000125883,3.27019E-05,7.80086E-05,6.47362E-05,4.07025E-05,2.75277E-05,2.60905E-05,5.02811E-05,0.000197049,0.000316687,0.000186962,0.000286676,0.00059746,0.000674352,0.0003378,0.000284229,0.000124147,0.000230531,8.56191E-05,0.000148487,0.000106361,7.01114E-05,0.000125167,0.000147586,0.000271436,6.44045E-05,0.000115006,6.25425E-05,5.92546E-05,9.17291E-05,3.9138E-05,5.82883E-05,0.000125883,3.27019E-05,7.80086E-05,6.47362E-05,4.07025E-05,2.75277E-05,2.60905E-05,5.02811E-05,0.000197049,0.000316687,0.000186962,0.000286676,0.00059746,0.000674352,0.0003378,0.000284229
426,0.000129209,0.000272735,7.62749E-05,0.000163498,0.000132477,0.000120324,0.000203175,0.000153608,0.000496323,7.09614E-05,9.68041E-05,4.53096E-05,5.96438E-05,7.7436E-05,3.84087E-05,5.45269E-05,0.000257413,2.84441E-05,7.33518E-05,4.37583E-05,3.12187E-05,4.45403E-05,3.25259E-05,3.45086E-05,0.000198036,0.000334053,0.000213004,0.000273345,0.000603285,0.000611691,0.000284324,0.000357491,0.000129209,0.000272735,7.62749E-05,0.000163498,0.000132477,0.000120324,0.000203175,0.000153608,0.000496323,7.09614E-05,9.68041E-05,4.53096E-05,5.96438E-05,7.7436E-05,3.84087E-05,5.45269E-05,0.000257413,2.84441E-05,7.33518E-05,4.37583E-05,3.12187E-05,4.45403E-05,3.25259E-05,3.45086E-05,0.000198036,0.000334053,0.000213004,0.000273345,0.000603285,0.000611691,0.000284324,0.000357491
427,0.000453646,0.000530345,0.000210033,0.000366933,0.000367454,0.000355242,0.000442256,0.000333537,0.000993934,0.000205605,0.00019173,0.000230872,0.000233941,0.000272476,0.00022687,0.000230192,0.000200752,0.000152644,0.000104572,0.000147144,0.000182724,0.000109484,0.000184888,0.00015309,0.00047947,0.000333789,0.000343083,0.00038203,0.000512351,0.000560433,0.000405978,0.000395701,0.000453646,0.000530345,0.000210033,0.000366933,0.000367454,0.000355242,0.000442256,0.000333537,0.000993934,0.000205605,0.00019173,0.000230872,0.000233941,0.000272476,0.00022687,0.000230192,0.000200752,0.000152644,0.000104572,0.000147144,0.000182724,0.000109484,0.000184888,0.00015309,0.00047947,0.000333789,0.000343083,0.00038203,0.000512351,0.000560433,0.000405978,0.000395701
428,0.000269753,0.000438652,0.000261895,0.000262897,0.000298524,0.000334129,0.00033522,0.00026302,0.000414321,0.000152078,0.000222029,0.000211856,0.000192285,0.000220597,0.000259383,0.000242055,0.000290336,0.000151151,9.3192E-05,0.000180812,0.000194549,0.000106307,0.000154593,0.000158587,0.000475258,0.000460179,0.000283563,0.000369495,0.000307583,0.000404848,0.000380708,0.000362373,0.000269753,0.000438652,0.000261895,0.000262897,0.000298524,0.000334129,0.00033522,0.00026302,0.000414321,0.000152078,0.000222029,0.000211856,0.000192285,0.000220597,0.000259383,0.000242055,0.000290336,0.000151151,9.3192E-05,0.000180812,0.000194549,0.000106307,0.000154593,0.000158587,0.000475258,0.000460179,0.000283563,0.000369495,0.000307583,0.000404848,0.000380708,0.000362373
429,0.000149608,0.000346046,0.000140901,0.000141704,6.21125E-05,8.96761E-05,9.13709E-05,8.31051E-05,0.000350082,6.89161E-05,0.000166791,0.000139945,7.73329E-05,7.86924E-05,0.000111412,0.000130637,0.000300286,0.000103158,0.000110087,9.55685E-05,0.000126155,0.000138092,0.000126881,0.000164125,0.000310672,0.000389836,0.000420274,0.000339262,0.000307865,0.000288739,0.000204637,0.000455964,0.000149608,0.000346046,0.000140901,0.000141704,6.21125E-05,8.96761E-05,9.13709E-05,8.31051E-05,0.000350082,6.89161E-05,0.000166791,0.000139945,7.73329E-05,7.86924E-05,0.000111412,0.000130637,0.000300286,0.000103158,0.000110087,9.55685E-05,0.000126155,0.000138092,0.000126881,0.000164125,0.000310672,0.000389836,0.000420274,0.000339262,0.000307865,0.000288739,0.000204637,0.000455964
430,0.000118517,0.000213771,4.93357E-05,7.64515E-05,3.52852E-05,5.23636E-05,5.74E-05,5.80098E-05,0.000376806,5.56898E-05,8.15074E-05,5.55829E-05,5.91581E-05,5.39999E-05,4.81952E-05,8.07662E-05,0.000168912,5.44978E-05,8.23103E-05,7.72189E-05,8.46693E-05,9.063E-05,0.000131891,0.000129707,0.000143222,0.00025256,0.00022975,0.000193346,0.000316633,0.000477995,0.00029531,0.000321462,0.000118517,0.000213771,4.93357E-05,7.64515E-05,3.52852E-05,5.23636E-05,5.74E-05,5.80098E-05,0.000376806,5.56898E-05,8.15074E-05,5.55829E-05,5.91581E-05,5.39999E-05,4.81952E-05,8.07662E-05,0.000168912,5.44978E-05,8.23103E-05,7.72189E-05,8.46693E-05,9.063E-05,0.000131891,0.000129707,0.000143222,0.00025256,0.00022975,0.000193346,0.000316633,0.000477995,0.00029531,0.000321462
431,4.89093E-05,0.000153044,5.13893E-05,3.96884E-05,4.32574E-05,1.94659E-05,2.2537E-05,3.38424E-05,0.00032058,4.13254E-05,3.65645E-05,1.89012E-05,2.06993E-05,4.13184E-05,3.28764E-05,2.79757E-05,0.000161147,3.31406E-05,5.04154E-05,4.37432E-05,4.06599E-05,3.60616E-05,8.19147E-05,7.82601E-05,4.30763E-05,0.000122066,7.60206E-05,8.66762E-05,0.000177707,0.000248397,0.000210126,0.000169752,4.89093E-05,0.000153044,5.13893E-05,3.96884E-05,4.32574E-05,1.94659E-05,2.2537E-05,3.38424E-05,0.00032058,4.13254E-05,3.65645E-05,1.89012E-05,2.06993E-05,4.13184E-05,3.28764E-05,2.79757E-05,0.000161147,3.31406E-05,5.04154E-05,4.37432E-05,4.06599E-05,3.60616E-05,8.19147E-05,7.82601E-05,4.30763E-05,0.000122066,7.60206E-05,8.66762E-05,0.000177707,0.000248397,0.000210126,0.000169752
432,1.85004E-05,0.000208568,3.00524E-05,3.35424E-05,1.43991E-05,6.39804E-06,1.08411E-05,1.64551E-05,0.000210122,1.65458E-05,5.15703E-05,7.2641E-06,9.507E-06,1.25078E-05,1.04256E-05,4.00465E-06,8.6699E-05,1.48411E-05,1.40165E-05,1.60273E-05,1.19971E-05,1.27165E-05,3.15579E-05,2.96195E-05,1.98756E-05,2.7104E-05,3.20529E-05,4.32812E-05,4.65261E-05,5.94866E-05,4.93769E-05,5.36578E-05,1.85004E-05,0.000208568,3.00524E-05,3.35424E-05,1.43991E-05,6.39804E-06,1.08411E-05,1.64551E-05,0.000210122,1.65458E-05,5.15703E-05,7.2641E-06,9.507E-06,1.25078E-05,1.04256E-05,4.00465E-06,8.6699E-05,1.48411E-05,1.40165E-05,1.60273E-05,1.19971E-05,1.27165E-05,3.15579E-05,2.96195E-05,1.98756E-05,2.7104E-05,3.20529E-05,4.32812E-05,4.65261E-05,5.94866E-05,4.93769E-05,5.36578E-05
433,2.10128E-05,0.000107178,3.81289E-05,1.53799E-05,3.45149E-05,2.37704E-05,3.99321E-05,2.88034E-05,7.13038E-05,2.87276E-05,4.7521E-05,1.92995E-05,2.57156E-05,1.6678E-05,2.11816E-05,1.37307E-05,1.69742E-05,1.32009E-05,1.41084E-05,1.8644E-05,1.26017E-05,1.78793E-05,2.15631E-05,1.52399E-05,2.43832E-05,1.79001E-05,2.84833E-05,2.3475E-05,6.1774E-05,6.54434E-05,3.56036E-05,3.3961E-05,2.10128E-05,0.000107178,3.81289E-05,1.53799E-05,3.45149E-05,2.37704E-05,3.99321E-05,2.88034E-05,7.13038E-05,2.87276E-05,4.7521E-05,1.92995E-05,2.57156E-05,1.6678E-05,2.11816E-05,1.37307E-05,1.69742E-05,1.32009E-05,1.41084E-05,1.8644E-05,1.26017E-05,1.78793E-05,2.15631E-05,1.52399E-05,2.43832E-05,1.79001E-05,2.84833E-05,2.3475E-05,6.1774E-05,6.54434E-05,3.56036E-05,3.3961E-05
434,7.82067E-06,2.09276E-05,1.32237E-05,5.18337E-06,1.30643E-05,9.40658E-06,1.63736E-05,1.08859E-05,3.27448E-05,1.17083E-05,1.86227E-05,8.62494E-06,1.0401E-05,8.62467E-06,8.62573E-06,6.19537E-06,4.62291E-06,7.54441E-06,9.52028E-06,8.31276E-06,6.91233E-06,7.55995E-06,1.13209E-05,9.05047E-06,8.78279E-06,6.23176E-06,9.85024E-06,8.34934E-06,2.7282E-05,2.82056E-05,1.71036E-05,1.53249E-05,7.82067E-06,2.09276E-05,1.32237E-05,5.18337E-06,1.30643E-05,9.40658E-06,1.63736E-05,1.08859E-05,3.27448E-05,1.17083E-05,1.86227E-05,8.62494E-06,1.0401E-05,8.62467E-06,8.62573E-06,6.19537E-06,4.62291E-06,7.54441E-06,9.52028E-06,8.31276E-06,6.91233E-06,7.55995E-06,1.13209E-05,9.05047E-06,8.78279E-06,6.23176E-06,9.85024E-06,8.34934E-06,2.7282E-05,2.82056E-05,1.71036E-05,1.53249E-05
435,2.64979E-06,1.03037E-06,2.00861E-06,2.66098E-06,2.49602E-06,1.99717E-06,2.99576E-06,3.18258E-06,1.16966E-05,1.66013E-06,7.14462E-06,2.08142E-06,2.28304E-06,1.55475E-06,1.62255E-06,1.68031E-06,4.47578E-06,1.6186E-06,1.88054E-06,1.19302E-06,1.45674E-06,1.64927E-06,1.06057E-06,2.34124E-06,2.24821E-06,5.10541E-06,3.17197E-06,2.86654E-06,1.04698E-05,1.29237E-05,7.38352E-06,9.90646E-06,2.64979E-06,1.03037E-06,2.00861E-06,2.66098E-06,2.49602E-06,1.99717E-06,2.99576E-06,3.18258E-06,1.16966E-05,1.66013E-06,7.14462E-06,2.08142E-06,2.28304E-06,1.55475E-06,1.62255E-06,1.68031E-06,4.47578E-06,1.6186E-06,1.88054E-06,1.19302E-06,1.45674E-06,1.64927E-06,1.06057E-06,2.34124E-06,2.24821E-06,5.10541E-06,3.17197E-06,2.86654E-06,1.04698E-05,1.29237E-05,7.38352E-06,9.90646E-06
436,2.31568E-05,4.17039E-05,1.53005E-05,2.72553E-05,1.54009E-05,1.14156E-05,1.40556E-05,1.90717E-05,7.94722E-05,1.36172E-05,1.32952E-05,1.48797E-05,1.49738E-05,1.53713E-05,1.09169E-05,1.21669E-05,2.16821E-05,1.10652E-05,1.67168E-05,1.29205E-05,1.12967E-05,1.37905E-05,2.16639E-05,1.2532E-05,3.18039E-05,3.33981E-05,3.07643E-05,3.13937E-05,5.55669E-05,6.30292E-05,3.25456E-05,4.25703E-05,2.31568E-05,4.17039E-05,1.53005E-05,2.72553E-05,1.54009E-05,1.14156E-05,1.40556E-05,1.90717E-05,7.94722E-05,1.36172E-05,1.32952E-05,1.48797E-05,1.49738E-05,1.53713E-05,1.09169E-05,1.21669E-05,2.16821E-05,1.10652E-05,1.67168E-05,1.29205E-05,1.12967E-05,1.37905E-05,2.16639E-05,1.2532E-05,3.18039E-05,3.33981E-05,3.07643E-05,3.13937E-05,5.55669E-05,6.30292E-05,3.25456E-05,4.25703E-05
437,8.46531E-05,8.01973E-05,5.09494E-05,8.0465E-05,4.77566E-05,3.71075E-05,4.23309E-05,5.69621E-05,0.000294126,3.31812E-05,4.29042E-05,4.20293E-05,4.6182E-05,4.53928E-05,3.63006E-05,3.43638E-05,4.2674E-05,3.11285E-05,5.33144E-05,3.48588E-05,3.54927E-05,4.1073E-05,7.20912E-05,4.61411E-05,8.71728E-05,0.000102892,9.03195E-05,9.60372E-05,0.000165066,0.000234682,0.000124062,0.000131739,8.46531E-05,8.01973E-05,5.09494E-05,8.0465E-05,4.77566E-05,3.71075E-05,4.23309E-05,5.69621E-05,0.000294126,3.31812E-05,4.29042E-05,4.20293E-05,4.6182E-05,4.53928E-05,3.63006E-05,3.43638E-05,4.2674E-05,3.11285E-05,5.33144E-05,3.48588E-05,3.54927E-05,4.1073E-05,7.20912E-05,4.61411E-05,8.71728E-05,0.000102892,9.03195E-05,9.60372E-05,0.000165066,0.000234682,0.000124062,0.000131739
438,0.000115692,7.00612E-05,6.77744E-05,6.01149E-05,7.39836E-05,6.31483E-05,9.18721E-05,9.56137E-05,0.000267644,3.156E-05,6.19309E-05,5.20371E-05,4.41642E-05,4.22477E-05,5.13578E-05,5.05169E-05,4.99736E-05,2.90451E-05,4.45029E-05,3.95692E-05,2.71948E-05,3.13217E-05,4.47588E-05,7.84643E-05,8.32087E-05,0.00019431,0.000151183,0.000136352,0.000314346,0.000429167,0.000282364,0.000292805,0.000115692,7.00612E-05,6.77744E-05,6.01149E-05,7.39836E-05,6.31483E-05,9.18721E-05,9.56137E-05,0.000267644,3.156E-05,6.19309E-05,5.20371E-05,4.41642E-05,4.22477E-05,5.13578E-05,5.05169E-05,4.99736E-05,2.90451E-05,4.45029E-05,3.95692E-05,2.71948E-05,3.13217E-05,4.47588E-05,7.84643E-05,8.32087E-05,0.00019431,0.000151183,0.000136352,0.000314346,0.000429167,0.000282364,0.000292805
439,0.000126513,0.000204769,0.000119395,6.96992E-05,0.000119153,8.88448E-05,0.000132518,0.000141798,0.000185486,5.56048E-05,0.000101048,6.26691E-05,6.75049E-05,6.03017E-05,5.59302E-05,6.17247E-05,0.000101564,4.51588E-05,5.08468E-05,7.47788E-05,2.56881E-05,5.6461E-05,0.000112093,8.14953E-05,0.000137508,0.000267724,0.000216449,0.000187531,0.000337361,0.000409019,0.000291577,0.000328349,0.000126513,0.000204769,0.000119395,6.96992E-05,0.000119153,8.88448E-05,0.000132518,0.000141798,0.000185486,5.56048E-05,0.000101048,6.26691E-05,6.75049E-05,6.03017E-05,5.59302E-05,6.17247E-05,0.000101564,4.51588E-05,5.08468E-05,7.47788E-05,2.56881E-05,5.6461E-05,0.000112093,8.14953E-05,0.000137508,0.000267724,0.000216449,0.000187531,0.000337361,0.000409019,0.000291577,0.000328349
440,0.000165689,0.000365154,0.000168868,0.00016081,0.000184178,0.000115403,0.000204276,0.000202042,0.00034727,0.000135162,0.000206141,9.95179E-05,0.000106286,0.000113941,0.000111131,0.000104487,0.000196446,0.00010374,0.000124823,8.89328E-05,6.23541E-05,0.000120027,0.00021039,0.00011532,0.000168957,0.000262305,0.000234923,0.000197687,0.000287314,0.000307953,0.000204122,0.000260743,0.000165689,0.000365154,0.000168868,0.00016081,0.000184178,0.000115403,0.000204276,0.000202042,0.00034727,0.000135162,0.000206141,9.95179E-05,0.000106286,0.000113941,0.000111131,0.000104487,0.000196446,0.00010374,0.000124823,8.89328E-05,6.23541E-05,0.000120027,0.00021039,0.00011532,0.000168957,0.000262305,0.000234923,0.000197687,0.000287314,0.000307953,0.000204122,0.000260743
441,0.000132114,0.000202876,0.000227005,0.000166095,0.000229553,0.000125958,0.000231643,0.000258761,0.000669001,0.000134195,0.000138765,0.000109273,0.00011025,0.00012203,0.000129792,0.000128124,0.000266642,0.000122395,0.000206109,0.000127466,9.35916E-05,0.000139353,0.000241419,0.000123068,0.000255077,0.000315855,0.000407569,0.000337359,0.000492514,0.000785052,0.000363737,0.000502914,0.000132114,0.000202876,0.000227005,0.000166095,0.000229553,0.000125958,0.000231643,0.000258761,0.000669001,0.000134195,0.000138765,0.000109273,0.00011025,0.00012203,0.000129792,0.000128124,0.000266642,0.000122395,0.000206109,0.000127466,9.35916E-05,0.000139353,0.000241419,0.000123068,0.000255077,0.000315855,0.000407569,0.000337359,0.000492514,0.000785052,0.000363737,0.000502914
442,8.32345E-05,0.000321236,0.000150351,0.000120118,0.000240153,0.000119858,0.000165923,0.000133793,0.000326019,0.00010562,0.000203724,0.000109289,0.000130494,0.000126605,9.26888E-05,9.23074E-05,0.000415435,0.000101138,0.000229619,0.000118435,0.000127708,0.000225427,0.000273746,0.000138194,0.000183719,0.000178513,0.000290701,0.000191612,0.00023653,0.000317924,0.000199338,0.000294039,8.32345E-05,0.000321236,0.000150351,0.000120118,0.000240153,0.000119858,0.000165923,0.000133793,0.000326019,0.00010562,0.000203724,0.000109289,0.000130494,0.000126605,9.26888E-05,9.23074E-05,0.000415435,0.000101138,0.000229619,0.000118435,0.000127708,0.000225427,0.000273746,0.000138194,0.000183719,0.000178513,0.000290701,0.000191612,0.00023653,0.000317924,0.000199338,0.000294039
443,0.000193296,0.000827566,0.000188476,0.000330502,0.000200065,0.000177625,0.000171217,0.000262076,0.000312162,0.00015958,0.00035701,0.000188976,0.000235968,0.000235402,0.00017111,0.000200296,0.0003066,0.000221625,0.000231492,0.000192453,0.000232053,0.000284515,0.000374598,0.000246805,0.00021899,0.000327713,0.000252108,0.000180615,0.000460993,0.000757758,0.000308935,0.000416169,0.000193296,0.000827566,0.000188476,0.000330502,0.000200065,0.000177625,0.000171217,0.000262076,0.000312162,0.00015958,0.00035701,0.000188976,0.000235968,0.000235402,0.00017111,0.000200296,0.0003066,0.000221625,0.000231492,0.000192453,0.000232053,0.000284515,0.000374598,0.000246805,0.00021899,0.000327713,0.000252108,0.000180615,0.000460993,0.000757758,0.000308935,0.000416169
444,0.000126546,0.00037087,0.000105765,0.00015171,8.66122E-05,0.000113471,0.000107111,0.000276399,0.000505862,7.62846E-05,0.000150503,9.37083E-05,0.000113682,0.000129319,8.98179E-05,0.000103249,0.000243434,0.000105379,0.000101287,0.000113961,0.000116135,0.000102117,0.000155267,0.000106126,0.000198172,0.00025701,0.000232467,0.000141438,0.000755209,0.001380614,0.000375156,0.000484504,0.000126546,0.00037087,0.000105765,0.00015171,8.66122E-05,0.000113471,0.000107111,0.000276399,0.000505862,7.62846E-05,0.000150503,9.37083E-05,0.000113682,0.000129319,8.98179E-05,0.000103249,0.000243434,0.000105379,0.000101287,0.000113961,0.000116135,0.000102117,0.000155267,0.000106126,0.000198172,0.00025701,0.000232467,0.000141438,0.000755209,0.001380614,0.000375156,0.000484504
445,7.5753E-05,0.00015982,8.62241E-05,0.000122209,5.77234E-05,7.59258E-05,6.59036E-05,0.000150798,0.0003602,7.20431E-05,0.000133862,6.56997E-05,6.35241E-05,8.81233E-05,5.37053E-05,7.92407E-05,0.000142277,3.62822E-05,6.01752E-05,8.43166E-05,9.18863E-05,6.27068E-05,0.000151285,7.73934E-05,0.000161857,0.000196269,0.000221888,0.000172414,0.000635162,0.000857513,0.000246353,0.000382894,7.5753E-05,0.00015982,8.62241E-05,0.000122209,5.77234E-05,7.59258E-05,6.59036E-05,0.000150798,0.0003602,7.20431E-05,0.000133862,6.56997E-05,6.35241E-05,8.81233E-05,5.37053E-05,7.92407E-05,0.000142277,3.62822E-05,6.01752E-05,8.43166E-05,9.18863E-05,6.27068E-05,0.000151285,7.73934E-05,0.000161857,0.000196269,0.000221888,0.000172414,0.000635162,0.000857513,0.000246353,0.000382894
