Fr,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31, ch0 , ch1 , ch2 , ch3 , ch4 , ch5 , ch6 , ch7 , ch8 , ch9 , ch10 , ch11 , ch12 , ch13 , ch14 , ch15 , ch16 , ch17 , ch18 , ch19 , ch20 , ch21 , ch22 , ch23 , ch24 , ch25 , ch26 , ch27 , ch28 , ch29 , ch30 , ch31 
387,0.000172075,0.000410234,0.000155557,0.000295029,0.000184502,0.000139536,0.000167318,0.000167766,0.000112734,6.88738E-05,8.18094E-05,0.00011854,8.52956E-05,7.14908E-05,0.000121432,7.47773E-05,7.42154E-05,6.66599E-05,7.00477E-05,9.10345E-05,5.10705E-05,5.69271E-05,4.66126E-05,6.16428E-05,0.000249537,0.000210971,0.000211319,0.000175603,0.000222915,0.000169678,9.91754E-05,0.000174201,0.000172075,0.000410234,0.000155557,0.000295029,0.000184502,0.000139536,0.000167318,0.000167766,0.000112734,6.88738E-05,8.18094E-05,0.00011854,8.52956E-05,7.14908E-05,0.000121432,7.47773E-05,7.42154E-05,6.66599E-05,7.00477E-05,9.10345E-05,5.10705E-05,5.69271E-05,4.66126E-05,6.16428E-05,0.000249537,0.000210971,0.000211319,0.000175603,0.000222915,0.000169678,9.91754E-05,0.000174201
388,3.55367E-05,5.41453E-05,4.33037E-05,6.9316E-05,7.15395E-05,4.25887E-05,5.33689E-05,3.43812E-05,0.000136057,3.63321E-05,7.48047E-05,3.10028E-05,3.201E-05,2.95836E-05,3.35477E-05,3.27356E-05,6.67806E-05,2.22731E-05,2.6504E-05,3.99069E-05,2.96253E-05,3.38997E-05,3.23964E-05,2.85319E-05,6.91286E-05,4.79278E-05,7.0839E-05,4.94969E-05,4.68299E-05,4.67965E-05,3.17806E-05,4.87902E-05,3.55367E-05,5.41453E-05,4.33037E-05,6.9316E-05,7.15395E-05,4.25887E-05,5.33689E-05,3.43812E-05,0.000136057,3.63321E-05,7.48047E-05,3.10028E-05,3.201E-05,2.95836E-05,3.35477E-05,3.27356E-05,6.67806E-05,2.22731E-05,2.6504E-05,3.99069E-05,2.96253E-05,3.38997E-05,3.23964E-05,2.85319E-05,6.91286E-05,4.79278E-05,7.0839E-05,4.94969E-05,4.68299E-05,4.67965E-05,3.17806E-05,4.87902E-05
389,1.39289E-05,9.68849E-06,1.23755E-05,2.04304E-05,2.27923E-05,1.35449E-05,2.20936E-05,1.19904E-05,5.56816E-05,1.35253E-05,1.57592E-05,7.39143E-06,9.99349E-06,9.97564E-06,8.77075E-06,1.03821E-05,2.14717E-05,8.22897E-06,1.01577E-05,8.59645E-06,8.44908E-06,1.21741E-05,1.17628E-05,7.95133E-06,2.12743E-05,1.94288E-05,2.60857E-05,1.83157E-05,3.0015E-05,3.37525E-05,1.76181E-05,2.19255E-05,1.39289E-05,9.68849E-06,1.23755E-05,2.04304E-05,2.27923E-05,1.35449E-05,2.20936E-05,1.19904E-05,5.56816E-05,1.35253E-05,1.57592E-05,7.39143E-06,9.99349E-06,9.97564E-06,8.77075E-06,1.03821E-05,2.14717E-05,8.22897E-06,1.01577E-05,8.59645E-06,8.44908E-06,1.21741E-05,1.17628E-05,7.95133E-06,2.12743E-05,1.94288E-05,2.60857E-05,1.83157E-05,3.0015E-05,3.37525E-05,1.76181E-05,2.19255E-05
390,4.07134E-06,1.25778E-05,2.49243E-06,5.88957E-06,2.57943E-06,2.26798E-06,2.7334E-06,2.29556E-06,1.05258E-05,1.41699E-06,1.9163E-06,1.04196E-06,1.8123E-06,1.68396E-06,2.12981E-06,1.93359E-06,7.89856E-06,1.50033E-06,1.25684E-06,8.22234E-07,5.5767E-07,9.62155E-07,2.02681E-06,1.02263E-06,3.78062E-06,4.86585E-06,4.85038E-06,4.51118E-06,5.32246E-06,1.1098E-05,4.18832E-06,5.06787E-06,4.07134E-06,1.25778E-05,2.49243E-06,5.88957E-06,2.57943E-06,2.26798E-06,2.7334E-06,2.29556E-06,1.05258E-05,1.41699E-06,1.9163E-06,1.04196E-06,1.8123E-06,1.68396E-06,2.12981E-06,1.93359E-06,7.89856E-06,1.50033E-06,1.25684E-06,8.22234E-07,5.5767E-07,9.62155E-07,2.02681E-06,1.02263E-06,3.78062E-06,4.86585E-06,4.85038E-06,4.51118E-06,5.32246E-06,1.1098E-05,4.18832E-06,5.06787E-06
391,1.46651E-05,2.67478E-05,7.38052E-06,1.47111E-05,1.27398E-05,1.46638E-05,6.73734E-06,1.20892E-05,4.63094E-05,6.38257E-06,6.30907E-06,5.71067E-06,1.07376E-05,2.84572E-06,3.72402E-06,3.69181E-06,2.42314E-05,1.50526E-06,2.17803E-06,3.29268E-06,2.67093E-06,4.13418E-06,1.03773E-05,5.65349E-06,1.16212E-05,2.47709E-05,1.92566E-05,1.42317E-05,1.76228E-05,4.9834E-05,2.23348E-05,2.32305E-05,1.46651E-05,2.67478E-05,7.38052E-06,1.47111E-05,1.27398E-05,1.46638E-05,6.73734E-06,1.20892E-05,4.63094E-05,6.38257E-06,6.30907E-06,5.71067E-06,1.07376E-05,2.84572E-06,3.72402E-06,3.69181E-06,2.42314E-05,1.50526E-06,2.17803E-06,3.29268E-06,2.67093E-06,4.13418E-06,1.03773E-05,5.65349E-06,1.16212E-05,2.47709E-05,1.92566E-05,1.42317E-05,1.76228E-05,4.9834E-05,2.23348E-05,2.32305E-05
392,3.57026E-05,9.56606E-05,1.58636E-05,4.06924E-05,2.46626E-05,2.90581E-05,1.47142E-05,2.10331E-05,0.000118185,1.31068E-05,3.40548E-05,1.39535E-05,1.61261E-05,9.89802E-06,4.81123E-06,1.39219E-05,9.01961E-05,2.93686E-06,7.60937E-06,1.40443E-05,4.06835E-06,1.27245E-05,4.54826E-05,2.29232E-05,4.7108E-05,7.9081E-05,7.22662E-05,5.10928E-05,7.88888E-05,0.000146563,8.52571E-05,0.000103048,3.57026E-05,9.56606E-05,1.58636E-05,4.06924E-05,2.46626E-05,2.90581E-05,1.47142E-05,2.10331E-05,0.000118185,1.31068E-05,3.40548E-05,1.39535E-05,1.61261E-05,9.89802E-06,4.81123E-06,1.39219E-05,9.01961E-05,2.93686E-06,7.60937E-06,1.40443E-05,4.06835E-06,1.27245E-05,4.54826E-05,2.29232E-05,4.7108E-05,7.9081E-05,7.22662E-05,5.10928E-05,7.88888E-05,0.000146563,8.52571E-05,0.000103048
393,7.06744E-05,0.000127015,3.01825E-05,4.1179E-05,3.26417E-05,3.43605E-05,3.22472E-05,4.98104E-05,0.000225696,4.35717E-05,3.61296E-05,4.60678E-05,3.79674E-05,5.74345E-05,3.16296E-05,4.22974E-05,0.000103466,2.76286E-05,3.91212E-05,4.59397E-05,1.3453E-05,2.28642E-05,7.24012E-05,5.2763E-05,8.47093E-05,8.5081E-05,6.88247E-05,9.39311E-05,0.000149955,0.00020743,0.000138043,0.0001138,7.06744E-05,0.000127015,3.01825E-05,4.1179E-05,3.26417E-05,3.43605E-05,3.22472E-05,4.98104E-05,0.000225696,4.35717E-05,3.61296E-05,4.60678E-05,3.79674E-05,5.74345E-05,3.16296E-05,4.22974E-05,0.000103466,2.76286E-05,3.91212E-05,4.59397E-05,1.3453E-05,2.28642E-05,7.24012E-05,5.2763E-05,8.47093E-05,8.5081E-05,6.88247E-05,9.39311E-05,0.000149955,0.00020743,0.000138043,0.0001138
394,0.000180208,0.000409387,0.000112142,0.000197619,0.000135659,0.000105319,0.000130464,0.000143078,0.000319904,6.37193E-05,0.000104616,0.000118459,0.000110148,8.91872E-05,9.80779E-05,0.000101815,0.000109599,7.09497E-05,8.79629E-05,8.64939E-05,9.0998E-05,6.32252E-05,9.23254E-05,0.000138564,0.00021434,0.000238142,0.000201745,0.00023407,0.000264538,0.000218607,0.000208887,0.000214297,0.000180208,0.000409387,0.000112142,0.000197619,0.000135659,0.000105319,0.000130464,0.000143078,0.000319904,6.37193E-05,0.000104616,0.000118459,0.000110148,8.91872E-05,9.80779E-05,0.000101815,0.000109599,7.09497E-05,8.79629E-05,8.64939E-05,9.0998E-05,6.32252E-05,9.23254E-05,0.000138564,0.00021434,0.000238142,0.000201745,0.00023407,0.000264538,0.000218607,0.000208887,0.000214297
395,0.00035858,0.000708271,0.000238308,0.000432164,0.000316057,0.000281417,0.000266257,0.000375164,0.00046123,0.000179893,0.000368883,0.000252273,0.00020784,0.00022348,0.00019812,0.000266524,0.000437809,0.000151372,0.000165617,0.000176667,0.000222996,0.00013179,0.000159064,0.000215219,0.000425108,0.000487126,0.000336227,0.00037322,0.000562571,0.000604734,0.000437956,0.000456377,0.00035858,0.000708271,0.000238308,0.000432164,0.000316057,0.000281417,0.000266257,0.000375164,0.00046123,0.000179893,0.000368883,0.000252273,0.00020784,0.00022348,0.00019812,0.000266524,0.000437809,0.000151372,0.000165617,0.000176667,0.000222996,0.00013179,0.000159064,0.000215219,0.000425108,0.000487126,0.000336227,0.00037322,0.000562571,0.000604734,0.000437956,0.000456377
396,0.000371034,0.000447455,0.000287134,0.000404086,0.00041833,0.000412022,0.000407396,0.000422572,0.001007377,0.000205923,0.000427414,0.000219895,0.000214914,0.00029382,0.000221436,0.000279908,0.000408738,0.000173336,0.000196526,0.00018403,0.000191239,0.000156391,0.000222825,0.000231701,0.000235408,0.000485197,0.000259609,0.000331967,0.00091515,0.001039957,0.000567607,0.000728713,0.000371034,0.000447455,0.000287134,0.000404086,0.00041833,0.000412022,0.000407396,0.000422572,0.001007377,0.000205923,0.000427414,0.000219895,0.000214914,0.00029382,0.000221436,0.000279908,0.000408738,0.000173336,0.000196526,0.00018403,0.000191239,0.000156391,0.000222825,0.000231701,0.000235408,0.000485197,0.000259609,0.000331967,0.00091515,0.001039957,0.000567607,0.000728713
397,0.000399173,0.000293032,0.000384446,0.000467606,0.000517953,0.000466173,0.00055423,0.000477036,0.001534563,0.000222234,0.000292776,0.000227725,0.000257317,0.000304581,0.000210541,0.000256179,0.000160467,0.000171157,0.000255044,0.00019918,0.000181226,0.000204022,0.000310979,0.000238886,0.000325791,0.00042014,0.000482401,0.00053029,0.00064419,0.001017668,0.000593215,0.000635336,0.000399173,0.000293032,0.000384446,0.000467606,0.000517953,0.000466173,0.00055423,0.000477036,0.001534563,0.000222234,0.000292776,0.000227725,0.000257317,0.000304581,0.000210541,0.000256179,0.000160467,0.000171157,0.000255044,0.00019918,0.000181226,0.000204022,0.000310979,0.000238886,0.000325791,0.00042014,0.000482401,0.00053029,0.00064419,0.001017668,0.000593215,0.000635336
398,0.000440367,0.000140117,0.000349646,0.000378472,0.000451472,0.00044423,0.00057173,0.000692095,0.001245818,0.000246562,0.000184893,0.000259095,0.000281386,0.000263575,0.000201316,0.00021346,0.000352566,0.000167798,0.000208679,0.000167744,0.000177872,0.000199709,0.000297685,0.000352688,0.000748799,0.000753795,0.001113469,0.000908175,0.000846581,0.001166086,0.000847503,0.000919298,0.000440367,0.000140117,0.000349646,0.000378472,0.000451472,0.00044423,0.00057173,0.000692095,0.001245818,0.000246562,0.000184893,0.000259095,0.000281386,0.000263575,0.000201316,0.00021346,0.000352566,0.000167798,0.000208679,0.000167744,0.000177872,0.000199709,0.000297685,0.000352688,0.000748799,0.000753795,0.001113469,0.000908175,0.000846581,0.001166086,0.000847503,0.000919298
399,0.000234348,0.00024536,0.000212494,0.000218996,0.000262184,0.000317368,0.000323064,0.000358942,0.000452205,0.000192353,0.000304005,0.000174668,0.000156306,0.000187726,0.00015621,0.000178607,0.000202858,0.000146109,9.61637E-05,0.000133855,0.000138394,0.00016846,0.000317568,0.000346522,0.000332733,0.000431574,0.000530941,0.000435889,0.000560708,0.000592634,0.000317843,0.000588145,0.000234348,0.00024536,0.000212494,0.000218996,0.000262184,0.000317368,0.000323064,0.000358942,0.000452205,0.000192353,0.000304005,0.000174668,0.000156306,0.000187726,0.00015621,0.000178607,0.000202858,0.000146109,9.61637E-05,0.000133855,0.000138394,0.00016846,0.000317568,0.000346522,0.000332733,0.000431574,0.000530941,0.000435889,0.000560708,0.000592634,0.000317843,0.000588145
400,0.000110963,0.000243051,0.000154743,8.62229E-05,0.000141571,0.000136542,0.000132553,0.00016496,0.000971968,0.000117809,0.000129875,7.18186E-05,9.07632E-05,0.000107371,5.39173E-05,9.21785E-05,0.000167646,0.00010871,7.34176E-05,6.0732E-05,7.70069E-05,0.000105594,0.000236003,0.000138546,0.000165922,0.000250219,0.000186299,0.000165462,0.000442846,0.000669269,0.000250251,0.00038518,0.000110963,0.000243051,0.000154743,8.62229E-05,0.000141571,0.000136542,0.000132553,0.00016496,0.000971968,0.000117809,0.000129875,7.18186E-05,9.07632E-05,0.000107371,5.39173E-05,9.21785E-05,0.000167646,0.00010871,7.34176E-05,6.0732E-05,7.70069E-05,0.000105594,0.000236003,0.000138546,0.000165922,0.000250219,0.000186299,0.000165462,0.000442846,0.000669269,0.000250251,0.00038518
401,0.000132753,0.000209461,8.72087E-05,7.24184E-05,8.17353E-05,3.26142E-05,0.000107998,9.11613E-05,0.000604844,6.82035E-05,0.00015469,6.00698E-05,8.33467E-05,5.78494E-05,5.36739E-05,7.27604E-05,0.000162494,4.97584E-05,7.15109E-05,4.69937E-05,6.1253E-05,8.27694E-05,7.917E-05,9.6579E-05,0.000202191,0.000277328,0.000299216,0.00018671,0.000259265,0.000233661,0.000219804,0.000234428,0.000132753,0.000209461,8.72087E-05,7.24184E-05,8.17353E-05,3.26142E-05,0.000107998,9.11613E-05,0.000604844,6.82035E-05,0.00015469,6.00698E-05,8.33467E-05,5.78494E-05,5.36739E-05,7.27604E-05,0.000162494,4.97584E-05,7.15109E-05,4.69937E-05,6.1253E-05,8.27694E-05,7.917E-05,9.6579E-05,0.000202191,0.000277328,0.000299216,0.00018671,0.000259265,0.000233661,0.000219804,0.000234428
402,8.67669E-05,0.000157445,4.61768E-05,8.37825E-05,3.66886E-05,3.55229E-05,3.76952E-05,5.73258E-05,8.29815E-05,4.98254E-05,5.03693E-05,3.95886E-05,6.18363E-05,6.48907E-05,5.82727E-05,4.53965E-05,0.000100669,1.61444E-05,3.25885E-05,4.61437E-05,3.46353E-05,5.30283E-05,4.31863E-05,4.10187E-05,0.000183281,0.000281954,0.000273064,0.000202395,0.000229939,0.000265407,0.000190861,0.000262525,8.67669E-05,0.000157445,4.61768E-05,8.37825E-05,3.66886E-05,3.55229E-05,3.76952E-05,5.73258E-05,8.29815E-05,4.98254E-05,5.03693E-05,3.95886E-05,6.18363E-05,6.48907E-05,5.82727E-05,4.53965E-05,0.000100669,1.61444E-05,3.25885E-05,4.61437E-05,3.46353E-05,5.30283E-05,4.31863E-05,4.10187E-05,0.000183281,0.000281954,0.000273064,0.000202395,0.000229939,0.000265407,0.000190861,0.000262525
403,6.6902E-05,6.35907E-05,4.95201E-05,6.43587E-05,5.79444E-05,6.49256E-05,6.18294E-05,6.53125E-05,3.95544E-05,4.02407E-05,6.72742E-05,3.80071E-05,3.75587E-05,5.05378E-05,4.16922E-05,5.35476E-05,5.38222E-05,2.75722E-05,2.96666E-05,3.23407E-05,3.21154E-05,2.28763E-05,2.15567E-05,1.56971E-05,7.21716E-05,0.000105552,0.000125341,8.8751E-05,0.000157418,0.000134643,9.76134E-05,0.000161265,6.6902E-05,6.35907E-05,4.95201E-05,6.43587E-05,5.79444E-05,6.49256E-05,6.18294E-05,6.53125E-05,3.95544E-05,4.02407E-05,6.72742E-05,3.80071E-05,3.75587E-05,5.05378E-05,4.16922E-05,5.35476E-05,5.38222E-05,2.75722E-05,2.96666E-05,3.23407E-05,3.21154E-05,2.28763E-05,2.15567E-05,1.56971E-05,7.21716E-05,0.000105552,0.000125341,8.8751E-05,0.000157418,0.000134643,9.76134E-05,0.000161265
404,2.15744E-05,1.85756E-05,1.70101E-05,2.67409E-05,2.50789E-05,2.16519E-05,2.41512E-05,2.03063E-05,7.16083E-06,1.27654E-05,2.4441E-05,1.13148E-05,1.27757E-05,1.09342E-05,1.15739E-05,1.47329E-05,2.17094E-05,7.60793E-06,8.22312E-06,9.9893E-06,8.03566E-06,5.10566E-06,5.74794E-06,4.76084E-06,2.38201E-05,3.03053E-05,3.52163E-05,2.69533E-05,5.18821E-05,5.17069E-05,2.67503E-05,4.20673E-05,2.15744E-05,1.85756E-05,1.70101E-05,2.67409E-05,2.50789E-05,2.16519E-05,2.41512E-05,2.03063E-05,7.16083E-06,1.27654E-05,2.4441E-05,1.13148E-05,1.27757E-05,1.09342E-05,1.15739E-05,1.47329E-05,2.17094E-05,7.60793E-06,8.22312E-06,9.9893E-06,8.03566E-06,5.10566E-06,5.74794E-06,4.76084E-06,2.38201E-05,3.03053E-05,3.52163E-05,2.69533E-05,5.18821E-05,5.17069E-05,2.67503E-05,4.20673E-05
405,7.22096E-06,4.74556E-06,4.66403E-06,9.1922E-06,5.98056E-06,5.66616E-06,5.17982E-06,4.54495E-06,2.02286E-06,3.45251E-06,9.74264E-06,4.24873E-06,3.09722E-06,3.40338E-06,4.35721E-06,4.29035E-06,1.69242E-06,2.31731E-06,2.84078E-06,3.39721E-06,4.42001E-06,3.49155E-06,3.97173E-06,4.65768E-06,1.00895E-05,1.06232E-05,1.16117E-05,9.8296E-06,1.16583E-05,1.31467E-05,6.85429E-06,1.21629E-05,7.22096E-06,4.74556E-06,4.66403E-06,9.1922E-06,5.98056E-06,5.66616E-06,5.17982E-06,4.54495E-06,2.02286E-06,3.45251E-06,9.74264E-06,4.24873E-06,3.09722E-06,3.40338E-06,4.35721E-06,4.29035E-06,1.69242E-06,2.31731E-06,2.84078E-06,3.39721E-06,4.42001E-06,3.49155E-06,3.97173E-06,4.65768E-06,1.00895E-05,1.06232E-05,1.16117E-05,9.8296E-06,1.16583E-05,1.31467E-05,6.85429E-06,1.21629E-05
406,1.14104E-05,5.13129E-05,5.157E-06,1.60566E-05,5.34756E-06,6.8616E-06,9.08903E-06,8.61895E-06,7.59817E-05,5.40048E-06,1.26712E-05,8.09103E-06,6.07389E-06,8.4258E-06,6.57795E-06,9.15528E-06,1.83794E-05,4.95597E-06,7.94508E-06,4.60146E-06,8.87166E-06,9.96355E-06,2.26128E-05,1.19775E-05,1.614E-05,2.99115E-05,2.20786E-05,2.25939E-05,2.43255E-05,3.34256E-05,2.71589E-05,2.82984E-05,1.14104E-05,5.13129E-05,5.157E-06,1.60566E-05,5.34756E-06,6.8616E-06,9.08903E-06,8.61895E-06,7.59817E-05,5.40048E-06,1.26712E-05,8.09103E-06,6.07389E-06,8.4258E-06,6.57795E-06,9.15528E-06,1.83794E-05,4.95597E-06,7.94508E-06,4.60146E-06,8.87166E-06,9.96355E-06,2.26128E-05,1.19775E-05,1.614E-05,2.99115E-05,2.20786E-05,2.25939E-05,2.43255E-05,3.34256E-05,2.71589E-05,2.82984E-05
407,9.17096E-05,0.000173539,4.88743E-05,5.40512E-05,6.92432E-05,5.91692E-05,8.77456E-05,9.05258E-05,0.00031245,3.20013E-05,3.81449E-05,3.64262E-05,3.77044E-05,4.67706E-05,3.59002E-05,4.37883E-05,3.05158E-05,2.89817E-05,3.15109E-05,3.49212E-05,3.65973E-05,4.34536E-05,6.48504E-05,4.15947E-05,8.15663E-05,0.000167495,0.000154429,0.000119163,0.000198023,0.000251048,0.000181206,0.000172986,9.17096E-05,0.000173539,4.88743E-05,5.40512E-05,6.92432E-05,5.91692E-05,8.77456E-05,9.05258E-05,0.00031245,3.20013E-05,3.81449E-05,3.64262E-05,3.77044E-05,4.67706E-05,3.59002E-05,4.37883E-05,3.05158E-05,2.89817E-05,3.15109E-05,3.49212E-05,3.65973E-05,4.34536E-05,6.48504E-05,4.15947E-05,8.15663E-05,0.000167495,0.000154429,0.000119163,0.000198023,0.000251048,0.000181206,0.000172986
408,0.000245145,0.000240208,0.000140925,0.00010808,0.000186814,0.000150839,0.000203333,0.000192677,0.000373732,8.59451E-05,9.20641E-05,8.90718E-05,0.000106422,0.000103715,8.64695E-05,9.18937E-05,5.28641E-05,9.34513E-05,9.4342E-05,9.87344E-05,8.89608E-05,0.000101183,0.000104094,0.00011119,0.000186223,0.000382313,0.000340312,0.000243593,0.000535461,0.000609992,0.000413938,0.000420529,0.000245145,0.000240208,0.000140925,0.00010808,0.000186814,0.000150839,0.000203333,0.000192677,0.000373732,8.59451E-05,9.20641E-05,8.90718E-05,0.000106422,0.000103715,8.64695E-05,9.18937E-05,5.28641E-05,9.34513E-05,9.4342E-05,9.87344E-05,8.89608E-05,0.000101183,0.000104094,0.00011119,0.000186223,0.000382313,0.000340312,0.000243593,0.000535461,0.000609992,0.000413938,0.000420529
409,0.000173312,0.000257434,0.000115806,0.000226307,0.000191281,0.000121975,0.000193865,0.000174166,0.000290305,0.000128341,0.000168569,0.000102435,0.000121043,0.00011272,0.000104636,8.09714E-05,9.42751E-05,0.00011647,9.28098E-05,9.11219E-05,0.000111293,0.000115748,0.000159453,0.000135952,0.000169264,0.000240718,0.000206395,0.00015224,0.000267569,0.000391946,0.0002559,0.000273071,0.000173312,0.000257434,0.000115806,0.000226307,0.000191281,0.000121975,0.000193865,0.000174166,0.000290305,0.000128341,0.000168569,0.000102435,0.000121043,0.00011272,0.000104636,8.09714E-05,9.42751E-05,0.00011647,9.28098E-05,9.11219E-05,0.000111293,0.000115748,0.000159453,0.000135952,0.000169264,0.000240718,0.000206395,0.00015224,0.000267569,0.000391946,0.0002559,0.000273071
410,0.000188536,0.000262858,0.000139786,0.000299421,0.000225572,0.000215036,0.000282719,0.000240428,0.000128685,0.000106696,0.000161917,0.000157334,0.000112074,0.000115888,8.08863E-05,0.000113021,0.000218425,8.74483E-05,5.73572E-05,8.43367E-05,8.35838E-05,6.92303E-05,0.000109748,7.57979E-05,0.000226493,0.000306647,0.00030246,0.000218781,0.000436981,0.000666752,0.000413045,0.000559443,0.000188536,0.000262858,0.000139786,0.000299421,0.000225572,0.000215036,0.000282719,0.000240428,0.000128685,0.000106696,0.000161917,0.000157334,0.000112074,0.000115888,8.08863E-05,0.000113021,0.000218425,8.74483E-05,5.73572E-05,8.43367E-05,8.35838E-05,6.92303E-05,0.000109748,7.57979E-05,0.000226493,0.000306647,0.00030246,0.000218781,0.000436981,0.000666752,0.000413045,0.000559443
411,0.000273909,0.000465828,0.000317738,0.000284985,0.000280622,0.000336334,0.000360844,0.000262101,0.000272992,0.000170445,0.000325442,0.000279085,0.000308366,0.000291406,0.000152669,0.000241039,0.000215232,0.00021489,0.000213596,0.000279791,0.000175616,0.000193442,0.000174017,0.000173423,0.000438021,0.000359168,0.000428443,0.000300701,0.000376221,0.000541587,0.000391094,0.000430179,0.000273909,0.000465828,0.000317738,0.000284985,0.000280622,0.000336334,0.000360844,0.000262101,0.000272992,0.000170445,0.000325442,0.000279085,0.000308366,0.000291406,0.000152669,0.000241039,0.000215232,0.00021489,0.000213596,0.000279791,0.000175616,0.000193442,0.000174017,0.000173423,0.000438021,0.000359168,0.000428443,0.000300701,0.000376221,0.000541587,0.000391094,0.000430179
412,0.000306797,0.000540002,0.00029185,0.000312235,0.000162718,0.000252969,0.000220643,0.00019878,0.00017795,0.000164851,0.000288911,0.000259113,0.000320613,0.000330268,0.000197033,0.000281487,0.000279873,0.00028178,0.000215426,0.00034958,0.000214797,0.000261345,0.000314611,0.000288478,0.000514972,0.000318987,0.000415632,0.000304614,0.000432723,0.00047886,0.000342052,0.000365412,0.000306797,0.000540002,0.00029185,0.000312235,0.000162718,0.000252969,0.000220643,0.00019878,0.00017795,0.000164851,0.000288911,0.000259113,0.000320613,0.000330268,0.000197033,0.000281487,0.000279873,0.00028178,0.000215426,0.00034958,0.000214797,0.000261345,0.000314611,0.000288478,0.000514972,0.000318987,0.000415632,0.000304614,0.000432723,0.00047886,0.000342052,0.000365412
413,0.000258381,0.000785155,0.000148199,0.000347845,0.000128934,0.000107909,0.000134988,0.000150846,0.000233952,0.000131273,0.000247838,0.000194745,0.000106369,0.000244509,0.000190966,0.000169258,0.000251969,0.000129288,0.000109217,0.000215464,0.000158599,0.000166612,0.000206446,0.000224468,0.000286767,0.00023306,0.000219935,0.00025162,0.000214038,0.000190343,0.000167454,0.000184958,0.000258381,0.000785155,0.000148199,0.000347845,0.000128934,0.000107909,0.000134988,0.000150846,0.000233952,0.000131273,0.000247838,0.000194745,0.000106369,0.000244509,0.000190966,0.000169258,0.000251969,0.000129288,0.000109217,0.000215464,0.000158599,0.000166612,0.000206446,0.000224468,0.000286767,0.00023306,0.000219935,0.00025162,0.000214038,0.000190343,0.000167454,0.000184958
414,0.000261842,0.000410073,0.000154882,0.000246719,0.000226599,0.000114989,0.000259937,0.000241845,0.000463419,0.000157917,0.000272841,0.000191877,9.83328E-05,0.000164408,0.000180604,0.000157381,0.000129167,0.000146129,0.000157291,0.00019795,0.00012887,0.000204939,0.000306785,0.000279162,0.000397102,0.000505134,0.000434069,0.000481176,0.000487387,0.00059128,0.000453698,0.00038786,0.000261842,0.000410073,0.000154882,0.000246719,0.000226599,0.000114989,0.000259937,0.000241845,0.000463419,0.000157917,0.000272841,0.000191877,9.83328E-05,0.000164408,0.000180604,0.000157381,0.000129167,0.000146129,0.000157291,0.00019795,0.00012887,0.000204939,0.000306785,0.000279162,0.000397102,0.000505134,0.000434069,0.000481176,0.000487387,0.00059128,0.000453698,0.00038786
415,0.000143938,0.000107223,9.32328E-05,0.000120221,0.000203507,8.30517E-05,0.000209648,0.000157145,0.00025444,9.22961E-05,0.000101117,9.28033E-05,9.07023E-05,7.55574E-05,8.50602E-05,9.05126E-05,5.75018E-05,8.57524E-05,8.59555E-05,6.5074E-05,4.05886E-05,9.22175E-05,0.000130172,0.000126567,0.000286606,0.000288712,0.000332528,0.000279715,0.000377177,0.000417568,0.000354015,0.000288044,0.000143938,0.000107223,9.32328E-05,0.000120221,0.000203507,8.30517E-05,0.000209648,0.000157145,0.00025444,9.22961E-05,0.000101117,9.28033E-05,9.07023E-05,7.55574E-05,8.50602E-05,9.05126E-05,5.75018E-05,8.57524E-05,8.59555E-05,6.5074E-05,4.05886E-05,9.22175E-05,0.000130172,0.000126567,0.000286606,0.000288712,0.000332528,0.000279715,0.000377177,0.000417568,0.000354015,0.000288044
416,2.86869E-05,7.47925E-05,3.23991E-05,2.67827E-05,6.16795E-05,2.42797E-05,6.84305E-05,6.3771E-05,0.000226636,1.05035E-05,2.11156E-05,1.75973E-05,1.7631E-05,1.51625E-05,1.42986E-05,1.43746E-05,6.27995E-05,1.70966E-05,3.07751E-05,2.43255E-05,2.38914E-05,1.95294E-05,4.33834E-05,4.82427E-05,7.68213E-05,6.47426E-05,0.000123571,6.29651E-05,0.000186732,0.000253832,0.0001438,0.000156199,2.86869E-05,7.47925E-05,3.23991E-05,2.67827E-05,6.16795E-05,2.42797E-05,6.84305E-05,6.3771E-05,0.000226636,1.05035E-05,2.11156E-05,1.75973E-05,1.7631E-05,1.51625E-05,1.42986E-05,1.43746E-05,6.27995E-05,1.70966E-05,3.07751E-05,2.43255E-05,2.38914E-05,1.95294E-05,4.33834E-05,4.82427E-05,7.68213E-05,6.47426E-05,0.000123571,6.29651E-05,0.000186732,0.000253832,0.0001438,0.000156199
