Fr,ch0,ch1,ch2,ch3,ch4,ch5, ch0 , ch1 , ch2 , ch3 , ch4 , ch5 
775,71.97593648,27.09123129,23.05199533,18.74008937,19.03428615,1.203561584,44.3776904,14.89533973,20.58318162,19.80276939,14.76215325,7.310002268
776,25.43337243,21.34690768,10.09168877,11.98146577,5.324015429,5.603765351,20.26901352,11.97315376,11.02115498,8.556903364,7.724727416,7.701168505
777,3.501803363,7.155981135,4.207794175,7.097830269,8.552021512,9.547337919,15.18674679,8.229795382,10.9202414,10.05703181,5.105539853,8.038962552
778,2.732250452,1.271234884,0.286767623,0.869910009,3.316021565,1.772884766,3.597611545,1.774716729,4.597369732,2.390193338,2.560264263,1.796428791
779,2.718383032,0.099305342,0.236907967,0.17699752,0.323799407,0.419418506,1.507327644,0.177935812,0.809298073,0.340953623,0.503212317,0.457428413
780,0.198732657,0.151490002,0.194031018,0.017321986,0.266233353,0.236526027,0.261524469,0.115760686,0.225307027,0.166061508,0.152251293,0.149992271
781,0.301868496,0.301658994,0.713345235,0.2782536,3.79543064,3.68201545,1.278252383,0.4943225,1.260423554,0.536246349,2.178930531,2.560599697
782,4.735937022,2.151755599,2.609060796,1.739691148,8.864703052,7.676703142,5.035413103,2.144401408,3.505869261,2.046319469,5.585095424,4.555395637
783,19.46419459,5.798995545,9.851465245,8.979296051,13.15295364,9.151235561,13.44381939,3.04474392,6.229538914,4.968596404,7.879929919,6.548894223
784,33.17218847,11.48509538,28.41257488,23.35448268,32.52007271,16.58139781,20.404695,7.411441751,18.44437259,13.35149579,17.7378513,9.750658852
785,54.68139293,32.11935355,28.99195993,20.1675792,32.4870989,12.79794594,34.89259766,22.2428779,26.10939814,14.99864343,21.00715195,10.36373144
786,70.7050633,50.52751163,22.87394528,11.88093321,10.00141197,11.01941551,54.24688442,35.68029025,25.34860056,13.09846009,15.47378035,13.40718931
787,25.38753235,20.54827409,10.29138864,7.701051334,5.384893015,43.30141578,23.24330424,20.02347817,13.89332289,11.37360075,15.04195588,46.34529307
788,21.28011737,11.79182137,4.504927642,7.143795359,19.13831251,26.74448579,29.91307669,18.99181612,7.502923758,11.44843442,18.0195004,20.93834138
789,39.99128129,29.60473669,7.286397493,5.053250093,18.93814556,6.957945973,34.33650266,16.71408242,13.4557477,21.68549638,18.05059324,6.296100594
790,54.71203811,11.86825181,26.82014856,7.423693884,34.65920399,7.027363006,42.55171638,19.68917565,15.35679415,17.50856403,19.12746951,8.03802691
791,51.61259132,10.99482278,13.57426954,8.372271318,24.88163883,2.673664279,48.69419315,11.44026891,13.10206503,8.412207133,20.12164293,5.256884088
792,26.80284698,7.125408151,2.496135,5.024145041,5.612461197,1.537083608,29.84135914,7.316238332,3.11467659,4.547807665,9.568434581,2.59323213
793,3.733567863,1.159453479,1.092101265,1.464820807,1.03813326,1.929645351,11.50702215,6.31842425,0.979670695,1.94336621,2.429762263,3.38893416
794,1.148819342,1.177213036,1.003166158,1.813523074,0.896790392,0.5808347,2.26714175,1.676608758,0.633027862,1.052088459,1.013112405,0.742128953
795,0.994960897,0.577589769,0.133534795,0.637316149,0.728421612,0.348249936,0.77361099,0.366441374,0.233043929,0.341744851,0.477303185,0.208480794
796,3.78524371,0.67887532,0.795776235,0.705328702,2.327912869,0.513472846,3.048798983,0.907558418,0.529936867,0.490909806,1.285988764,0.433045908
797,11.20105379,1.742574259,1.479281495,0.541298824,2.422796748,1.963164341,11.61661629,1.994893235,2.11897232,1.045387505,1.44467998,1.352151414
798,17.44793192,18.74532114,16.06706164,8.008184356,4.720759804,3.405491592,17.1260319,10.78191353,11.11774588,4.759788225,3.072104469,1.940016976
799,26.41087697,52.7523627,31.14817684,15.11283727,4.406623273,2.532048582,23.25983654,27.89002152,19.82957782,9.875788576,5.164727292,5.216954985
800,13.90886505,28.87418753,4.627366234,8.504056362,3.07482625,3.572538481,23.59499438,17.31484886,11.57901699,9.265758363,9.159605318,10.3907629
801,39.47006486,11.75840576,15.68132329,18.28864481,4.023944034,2.921051578,54.54850369,15.15345833,18.51882546,14.3939196,7.830465593,6.217139992
802,19.53183573,3.435203512,17.00950873,20.16687533,1.145911382,3.371342565,31.76976786,14.72710726,19.65839687,15.69070141,8.185082748,17.79417811
803,31.56330946,2.442928351,16.37025417,18.76413466,2.494030929,2.468440842,18.293404,14.80812998,20.28894285,12.57424022,9.760216838,18.66557825
804,42.93049116,5.873527588,5.251114878,7.621382283,6.073893599,14.0676081,25.1383325,9.371129441,16.0786023,10.79130068,20.34535609,13.49583533
805,15.21709972,8.762459755,9.019532669,10.93859721,8.996411915,16.40561794,25.50601128,15.74414232,10.14178808,14.49950728,24.27068768,9.522826155
806,10.50724758,6.493282505,12.4353154,6.044988637,7.080516201,11.37671792,27.25235043,6.803369787,10.66270067,10.37022161,6.249858729,7.106395603
807,16.5581831,7.161158046,6.695110704,1.451881725,10.84230191,4.111012914,23.82514558,5.695795316,10.89516913,2.50939251,8.172894329,2.203958937
808,11.62440918,3.186009528,2.715551002,0.250088473,11.37128907,2.291522662,11.06983871,3.636525012,4.403274586,0.649376259,7.16592444,1.354126179
809,1.875628381,0.780942032,1.069269618,0.291331879,1.065577776,0.150698225,1.171034996,1.083498171,0.614407267,0.282153297,0.82257723,0.314077721
810,0.036342062,0.151148612,0.256806338,0.065517691,0.231463782,0.530618606,0.169111254,0.087757572,0.259381392,0.221040538,0.292318325,0.47418626
811,0.363197854,0.816021957,0.495675689,0.344631722,1.830824229,1.205253432,1.290130326,0.67035214,0.782162204,0.744336035,1.036644414,1.06162243
812,1.544317975,5.255016043,1.190940053,1.710137144,2.144349076,2.07617268,4.975811773,7.281479768,3.395965449,2.660985715,1.287633803,1.414621461
813,3.803460835,10.61993262,4.011776366,6.43859006,2.802844346,9.892493997,12.78972441,19.18008373,6.45632854,8.210151508,3.154553861,6.061557419
814,15.36156179,10.75521358,8.766534805,3.79318079,5.346070677,14.11091995,15.39698945,12.89063148,9.548802369,3.037721207,7.301145512,12.40524066
815,27.54825532,6.093473719,18.71751416,1.795196541,1.685520816,8.627852284,26.8237974,8.959002277,14.97698209,3.595425178,3.057547729,19.46604067
816,65.68762134,18.75992914,56.52505366,10.55076643,15.93369077,7.091103832,56.67154549,13.39848574,36.31856256,12.07520154,9.995791752,14.6832424
817,26.76203662,13.67886721,48.33898453,6.460164797,7.321095803,4.566376141,23.42615301,8.734547328,29.6961542,7.728911145,5.475829541,7.916755434
818,29.56068872,6.041946067,42.0822876,9.332578371,2.034324504,9.057401335,32.95918222,9.849467497,26.75606313,7.717499937,1.811084166,7.017970148
819,103.8080762,18.53925775,20.2956616,20.93142013,1.798834667,12.67177169,84.73413803,12.58933927,20.59548475,15.28711035,2.42048625,10.18028697
820,90.54452376,27.23759898,10.85349522,11.53518095,3.71683644,7.270506073,91.75368091,16.2547808,15.25908625,12.253025,5.474494432,11.77251556
821,39.28931053,9.700178964,3.65652636,3.376661623,7.47916196,2.47957387,54.77892687,5.791469686,7.89466013,3.690882218,6.084204459,3.827673509
822,13.33003673,1.362072731,2.158493489,5.881648647,3.806682548,2.462148239,16.23422801,2.399884156,3.154653383,4.462503955,2.603211423,1.453592811
823,1.462893892,1.91865324,0.993309886,2.920605878,4.448544172,1.773572762,3.529729455,2.952705011,3.010607316,5.111565689,2.734418311,1.469203602
824,0.791924845,0.340058507,0.098547038,0.211499009,0.658461438,0.491302768,2.840714739,1.158299038,1.135679113,0.709873135,0.466397734,0.490098371
825,0.256413948,0.114376998,0.049492406,0.129221119,0.525474667,0.132576058,0.624737102,0.144464273,0.204433648,0.143386227,0.429202909,0.115284101
826,2.59660115,0.087815869,0.506237566,0.480557829,0.518424746,0.124203252,3.864746301,0.684864143,0.615962642,0.449371552,0.868884739,0.269808648
827,14.07021748,1.556059485,1.094307399,1.591482247,1.191286916,0.447833041,11.21262323,1.796884777,1.455392262,2.274289743,1.153661762,0.438827397
828,17.97460851,2.630496565,0.472659648,4.054705669,1.873407811,2.618259698,10.66227296,3.548448561,1.782139573,3.962351069,2.195685695,3.139137748
829,7.253218515,2.65060839,2.107568284,2.313160019,6.086128093,6.403163038,18.43505955,9.452551545,7.029528935,18.42471339,12.88893666,11.90727763
830,2.860742098,8.680533095,11.22447116,6.053777072,2.977111238,5.48112971,20.61796728,16.54603602,15.6563223,21.0177953,9.551663985,6.637865211
831,29.96272572,26.03592837,39.15940513,26.66974881,2.151764028,16.46505732,30.63435645,25.95959618,34.2617306,19.89014389,5.104763199,9.548536027
832,60.27109995,36.28653876,39.29834836,26.04208599,6.793166379,38.4718691,48.01133445,24.02831493,25.52494819,27.10417228,5.562911191,22.19379299
833,53.89636526,13.25010026,13.50486078,6.415615764,5.157857317,31.94656852,70.95886238,22.88146614,12.59541488,9.349737971,10.75423605,31.33223736
834,51.36111949,4.776025373,12.6859357,2.481994526,2.559035346,24.76703289,56.31600295,18.46836493,15.23635789,4.00029482,2.766722676,19.73826526
835,15.19096623,4.651845087,3.162943061,8.090243422,6.939199782,15.07880976,19.81136851,6.023530414,5.744704491,9.564278066,5.885538401,9.768804403
836,12.50599711,17.32678105,10.50393159,14.24001319,11.04309393,15.72683485,8.825526298,10.18708793,5.937987488,11.41838308,6.814393816,9.627115957
837,14.40569611,2.74830182,8.139902966,3.325890218,7.581179587,7.337035674,11.32045076,5.282509007,7.574751193,6.241813696,5.522019253,4.021842168
838,9.527738944,3.825157683,5.686894907,2.622212368,1.909111971,0.778455979,8.896467379,3.943503227,4.792490094,3.066458975,2.10958346,0.833420971
839,2.59633116,1.511359727,1.072752058,0.700961866,0.268998074,0.222519005,2.671914861,2.020333392,0.613091466,0.487509789,0.633493234,0.238467476
840,0.320793393,0.295443957,0.071454791,0.1549235,0.24318958,0.185668591,0.390295256,0.291903746,0.17044467,0.134804859,0.13054405,0.14221514
841,0.40791655,0.580451955,0.498508763,0.417978473,0.764675572,0.576408292,5.235850672,1.661322436,1.718113902,0.377138919,0.713266373,0.529138474
842,2.800687217,2.194472833,3.1839523,2.178998946,3.241422195,5.03936814,7.493146585,5.783359859,4.137062561,1.29615844,3.357073835,4.005116603
843,15.77820144,2.702235565,10.24145429,5.010409201,0.484249433,5.171126615,16.10984009,7.080403576,5.769953342,5.320244033,4.099533642,7.110313191
844,54.07387892,22.49608589,4.217759561,9.83474427,2.066155406,2.51877305,32.417366,12.76675554,4.507648259,7.435873689,2.934769016,6.906084829
845,59.2898153,28.25755095,12.69614833,6.467907842,6.551635339,7.11191295,43.33330968,19.10936227,11.18424137,6.760115358,10.1816856,7.315105207
846,31.18099392,16.90556755,31.08259532,8.173340283,11.00621967,7.880409006,36.89546359,18.1641182,20.26455738,12.39390184,17.17948629,9.043023378
847,14.93207733,2.653303197,11.81675204,4.916046534,7.13843517,3.21299158,34.16202272,19.12412164,16.69903311,7.752101596,16.22589838,9.512927374
848,25.3597235,22.12018634,21.51339842,17.61417303,19.69624151,6.189715013,36.7684667,18.26550293,22.08475711,10.1947298,22.3046057,6.011779445
849,40.15105796,52.93255757,47.88360466,21.12646074,14.88372313,3.937166314,22.38413343,29.40343455,25.54978581,14.16742135,22.50639371,5.355941566
850,25.8874468,23.19995223,15.8307888,12.68387446,6.309908507,1.847012949,38.51069529,27.18933882,13.32108527,17.03696552,14.32755172,12.90964426
851,10.31817405,7.228535349,2.188418901,3.853050829,9.919992574,5.205122233,33.74229637,15.91919584,6.761682649,8.693200141,8.125694965,7.770484065
852,6.335940155,9.543110804,0.86684189,3.23680127,11.58176649,6.372352874,9.014911927,8.124313886,4.068252255,4.753641223,6.442724147,3.58381474
853,3.151122527,3.192658426,1.882487936,1.414770258,3.154533172,2.818483399,6.316781393,4.618660245,2.900684086,2.213160697,3.036955048,1.650787218
854,2.271200221,0.246877699,0.724169886,0.712185362,0.603505227,0.485842448,4.158890503,1.366218699,0.845873957,0.712610712,0.571842927,0.673427167
855,0.51806137,0.090767673,0.143226808,0.174500126,0.011484985,0.278151344,0.456937653,0.118156751,0.196935097,0.174637127,0.030984829,0.362483009
856,2.041614881,0.271424192,0.187661809,0.127036124,0.2279729,0.774992798,1.797756134,0.781583906,1.821307729,0.964493833,0.605445961,0.937930666
857,3.809819857,0.764340604,0.645268845,0.79294418,2.200840212,5.017746182,3.508259714,2.185106453,3.641149318,2.881390277,2.706900577,3.844266316
858,10.53903038,6.273579931,9.179096019,2.566132505,4.772500378,9.652369373,7.121973469,5.517493704,7.184883822,1.762487865,3.832795733,5.824883188
859,17.24425827,21.87194037,13.77967987,14.3811997,7.488638935,10.55775703,15.99974353,16.68969244,15.93751669,12.35082988,4.997024711,9.485385955
860,14.46589049,18.50552769,6.307221034,13.180002,5.52856185,7.448335078,29.04167449,12.89651363,23.27005052,8.372979203,5.599771573,11.72760051
861,14.72096699,5.483041414,2.510683289,9.335854434,10.39594502,6.725018247,15.01712926,9.042065789,14.59931281,18.67524909,6.393376994,11.79071926
862,5.92887239,2.604060695,8.141657119,10.63748094,26.04246461,22.4589245,7.745552392,7.174733724,21.66597266,20.2863233,20.65899835,19.60314761
863,20.40521899,4.871388844,22.72891363,17.37332731,31.97203713,13.76026599,27.74522524,7.44597133,14.38664965,18.04525455,32.92008829,20.1337515
864,66.9077076,27.75168974,51.52687545,28.80813199,7.495327588,3.257504672,54.17750515,20.01282996,30.72309847,18.61234536,12.70252219,18.05305759
865,52.8048157,22.18147657,36.2384714,29.56452895,7.6077977,4.484155763,38.45789016,19.90138381,26.03544785,17.2277789,7.652691243,4.630915445
866,4.063252013,8.455733248,6.651013866,9.552233174,7.991364419,5.036775795,7.626983576,10.35627525,9.674313314,8.371148349,10.70414145,3.522749028
867,6.171059498,4.793737166,11.31943944,6.372433086,9.338648049,7.24416545,10.33269492,4.346692366,9.344565725,8.856727124,10.68769255,5.171943024
868,5.15992254,2.195986005,6.226422002,1.565238253,6.789778278,6.710350092,11.47119492,3.852482793,5.024581465,6.034896072,5.387368775,4.611240129
869,1.151083954,0.182311173,1.28072433,0.43528075,1.176427796,1.211810356,1.521043042,0.827739401,1.542887465,1.419874427,1.155576396,1.042640323
870,0.108826984,0.138454075,0.371170134,0.212794764,0.066524604,0.048063836,0.143705968,0.157911643,0.243256764,0.150574186,0.098330271,0.051361946
871,0.903643011,0.293585296,0.276470435,0.183370795,0.102212492,0.058281355,0.655643649,0.547910288,0.3970126,0.187612204,0.182437343,0.089872315
872,2.481716666,2.535675196,1.796486063,0.063169878,0.370102206,0.125163403,1.609395956,1.717061855,1.71975337,1.134792461,0.693717418,0.388527498
873,19.49626458,8.128768073,16.74428079,2.666804406,0.930214758,0.749047862,16.47589001,7.10060218,9.719920021,3.284873312,2.019896727,0.98420078
874,41.22374442,21.97168395,26.09656607,6.876548657,1.735937761,2.765327873,41.79926719,16.92223707,15.09670845,5.286645276,2.282755775,2.833568392
875,11.59560018,19.72379988,10.80504048,8.903811388,1.332791953,8.249249509,17.21825257,11.60691514,9.779894345,5.546722116,3.170372224,5.106197246
876,11.24313112,12.65954892,5.983437803,10.17672453,1.119960929,10.29175085,16.58431412,8.594078766,11.41228857,11.62554421,5.441606047,5.897888446
877,22.45087138,16.17174452,10.12346996,15.22226466,4.760815599,1.610788708,38.29999641,20.41899072,19.79821836,17.7353053,4.417291408,2.7862172
878,32.01288847,9.298549601,12.20974723,15.15638327,11.68819416,10.54082581,57.07210169,26.85988671,10.39089409,15.74504611,11.23810087,7.44243884
879,36.1506136,13.9763184,13.85310638,4.409562345,12.48787458,11.68548254,52.40011083,23.50571419,12.15837517,14.79357781,11.1451353,7.8224246
880,36.17725017,16.52173447,10.79515204,7.460814809,8.184709548,7.017529663,44.95123326,20.96751361,8.280772913,10.17457674,6.561414456,8.216724358
881,22.92913056,9.902389639,7.748046942,10.35165711,5.159595581,1.38676118,24.80488916,7.786892196,6.563534377,8.371158269,3.06854593,3.94001605
882,13.45610201,5.310423356,8.370689645,8.6957918,0.962648775,0.749007079,8.510495593,4.397378759,8.984330893,8.400514243,0.879945273,0.705111052
883,4.159623527,3.180583944,6.46999451,4.297425233,0.726953362,2.707535209,3.911805701,2.273367855,5.986349562,3.745972063,0.936522802,2.079712426
884,0.352061967,0.724483643,1.201055701,0.555498405,0.438545661,0.932310514,0.699776653,1.012694892,0.868250971,0.418386351,0.522927264,1.090446176
885,0.01579632,0.446241807,0.146173173,0.033393763,0.069238462,0.10289215,0.084852274,0.342375562,0.152497694,0.051142567,0.108184302,0.094329109
886,0.815149482,1.791173768,0.690512302,0.140624085,0.625401101,0.118566039,1.429925643,1.552195259,0.74070826,0.426899818,0.752327234,0.282459038
887,5.206401826,2.637028269,0.862467182,0.281125895,1.021742887,1.701835063,5.903813875,4.110055497,2.240854872,1.89725844,1.168068323,3.255931215
888,3.559909829,4.884848427,1.457167557,1.602284291,2.519108679,3.513520517,2.338608181,7.014860969,2.091606,1.902953763,1.331293975,4.072894839
889,13.90399035,7.729088794,12.3098098,9.186160945,15.23552955,11.95347043,17.99387275,9.063830958,9.179819927,6.026693521,11.32518083,8.253616078
890,30.62237016,8.148513365,12.3020708,14.10244231,9.535118034,16.85698443,29.54068002,9.575024208,10.10101505,9.923184097,11.94081828,10.16055475
891,24.35546747,5.554752054,3.6383504,3.723560159,13.62707665,22.35620564,23.86846486,9.347008749,2.812137703,3.843399555,9.267516002,14.3373862
892,2.947296538,0.762334218,3.467929711,8.262904681,28.05520847,40.79695005,21.11738647,5.27691087,2.769437968,5.08488867,18.57184174,26.29019418
893,5.140066118,3.578770439,9.033526545,7.755990782,15.2965424,25.66583877,21.87143842,2.850817255,6.370091748,4.757273144,15.91139982,16.87433323
894,20.63058545,10.06598547,19.94983863,6.310541602,6.236593795,7.935203201,20.43635821,5.663627745,11.01503808,3.496238664,12.56402818,7.630639506
895,26.05872011,10.67305621,15.59529064,6.352148179,5.833055379,11.71957317,20.04120106,6.194445942,7.963920939,5.224459864,12.11367092,7.018221134
896,15.88755837,5.672171544,4.844115927,9.285918093,6.805073071,19.72406913,12.98375174,3.762001063,4.887432694,7.481491844,7.293845418,10.34329278
897,13.14982057,8.291833399,2.661928207,5.581685627,1.394511853,15.54939309,12.39711623,5.098249853,3.114317192,4.868089703,2.037761988,9.743650853
898,7.375944347,6.623292277,1.102071114,2.655555376,2.355403454,5.196782292,7.875603531,4.210918185,1.345733697,2.183148147,4.42493411,3.341116057
899,1.929191663,1.867706071,0.304393695,0.702832039,1.604768128,0.764074997,2.172623258,1.226166963,0.370950802,0.817090658,1.780030817,0.566939084
900,0.009619882,0.093931194,0.124917712,0.051526834,0.254343003,0.16257938,0.246530399,0.108278795,0.095888692,0.104633189,0.336649217,0.253070018
901,0.11072823,0.261070585,0.124688968,0.412948154,0.541513283,0.134396564,1.041256186,0.195545637,0.096043254,0.442829567,0.842210021,0.608810028
902,2.392516774,1.576456862,0.466708536,1.25627925,0.67252849,2.307881031,5.546458646,1.286807193,0.708094174,0.801270818,1.150663592,2.62058044
903,12.61068422,3.379235771,7.556551483,0.725484341,4.697225187,9.855461057,18.17355569,4.061459689,4.242439077,1.650845531,2.860916123,6.505713358
904,19.34508681,6.604189884,11.64198344,2.721440609,7.478558964,4.44875083,22.09252771,6.936882598,8.144265233,7.279316852,5.037334509,5.139754131
905,13.45065637,7.828995454,9.245079248,16.11953966,7.172397073,0.273091576,15.78944992,7.88983718,7.05099656,12.93315741,6.768821193,2.65698111
906,21.5104856,7.98377839,9.227569326,35.0403169,3.721029892,8.383480694,22.42808544,9.474093091,5.263619815,18.11397246,14.86808826,5.489350496
907,57.34647617,18.66752836,13.45369757,36.11904785,7.367193712,3.789158557,35.23113235,17.19414395,7.725221309,20.02072784,22.19022652,14.40186922
908,46.18816236,22.8590863,21.91825263,23.01836347,10.25890319,4.119685189,29.47269555,21.54742118,12.18295008,18.01646026,15.80547037,12.20415399
909,23.67607573,8.993622159,12.77485785,7.818440202,7.935339936,14.176485,32.55021589,12.49221824,8.269361296,11.80801647,6.27236488,8.469726316
910,23.5079053,9.815758832,6.668489193,5.424941335,2.441837292,9.319971187,44.96213319,17.00094317,11.80959694,7.476016324,2.774504434,6.289946121
911,7.023120329,3.946530709,4.024602307,2.358382122,1.525891409,3.314358429,19.28713521,12.14297646,9.662969758,4.3502648,2.710403747,5.463793366
912,14.46953577,6.318635701,4.081690949,0.819878588,3.530245477,1.925573643,8.790687012,5.088168188,5.237721437,1.42743114,3.157629524,2.393487549
913,5.880152691,2.018208869,1.653285268,0.342186536,3.750269029,0.399641395,3.452470512,1.255191581,1.692292774,0.692297702,2.479994229,0.756317676
914,1.131581177,0.04274067,1.039808859,0.280640519,1.444741277,0.315068132,1.60325289,0.177849157,0.663743722,0.207968648,1.113734137,0.480352277
915,0.179178836,0.210433374,0.055574892,0.136887172,0.065105912,0.06703835,0.381765807,0.207163135,0.138403103,0.093777276,0.107183347,0.108336939
916,3.625409345,1.597611324,2.086107319,1.52257473,0.24239863,0.198616454,1.984172831,0.858695979,1.408304438,0.799823348,0.162902001,0.57805819
917,9.198640354,6.104326718,6.279906248,2.296368761,2.316630422,0.922292552,5.639363541,3.355476182,3.575814215,1.289279261,1.659799358,1.387557323
918,7.508051498,4.363786091,3.933742631,2.087177427,5.311472525,4.75266137,9.900548851,3.93669464,2.545080945,1.592534976,3.765575729,4.251998283
919,11.30045552,10.25853731,6.455635383,22.64928143,5.689718785,16.99942539,16.08182914,11.49376584,3.760350591,16.71835339,2.973433247,13.54782008
920,59.42431449,22.92895046,15.51725937,17.33201581,11.49005865,17.70583364,50.36447437,23.51926261,8.98288144,14.97971624,7.817614291,14.23448806
921,76.62138834,22.36203801,20.56757726,1.948087887,8.879601897,3.000405302,50.08960669,19.65834373,14.93450661,8.453935762,11.95972906,7.68420499
922,64.07554742,12.76358054,38.08849984,11.16725821,5.929140617,4.979339853,38.50782459,20.73713718,26.76654659,10.50574017,11.94919355,16.12790096
923,64.15033411,9.499119485,46.5062074,8.217860525,4.913110292,4.740925215,45.12480881,6.652371112,30.87266518,5.396562932,7.932503397,10.85207892
924,11.39666153,4.125289138,23.38986793,1.865570129,11.4050324,3.873030796,33.13858266,2.959549497,15.89996773,5.450049331,8.450532517,3.327450685
925,4.725803769,8.191126225,9.88354466,4.115396138,7.334515208,8.194083904,16.62631253,5.658446865,6.295219403,2.320821636,3.998183817,5.978824323
926,10.05233959,14.70763779,6.084831239,7.390080761,11.50153581,8.022917822,6.239745077,8.864192577,3.515046086,5.656450151,7.911928244,5.561951981
927,7.999286925,5.386609972,6.692751396,10.22339542,3.346658914,3.028889816,7.326901489,3.741033186,4.713523952,7.129948581,5.368170077,3.999881464
928,6.476116056,2.708900143,2.311516008,3.821530499,2.136919184,2.982263493,8.394218663,2.527740185,4.047906116,3.28705074,1.745047863,2.127995292
929,1.927570447,0.313483061,0.275801607,0.37833538,0.261513867,1.320461542,3.14450546,0.827599098,1.724632259,0.979984486,0.257634093,0.75706362
930,0.140094076,0.045522997,0.025780091,0.015463541,0.222783785,0.196586415,0.269360826,0.182411419,0.228578946,0.335386843,0.176356626,0.163628726
931,0.767236457,0.56453087,0.575519708,0.444962395,1.833847916,1.176144312,1.324418972,1.176420122,1.351588982,0.782195186,1.517197729,0.786427434
932,3.617016395,2.698112863,1.991339829,1.234358308,2.642792912,1.891516046,3.523052293,3.557206812,5.089754949,1.846543904,1.966159558,1.224099361
933,16.67899952,2.271260155,6.029074432,1.116026522,8.731747439,3.041511844,9.976938755,3.217078993,5.651611693,1.771860927,5.045637788,2.241588344
934,15.38559085,5.817439538,7.632885857,1.662930012,7.10729597,5.896903683,11.47826897,5.347887437,5.239182953,2.228796713,5.215102782,3.593964946
935,12.82786095,10.06849585,8.289558456,8.031785055,10.50547182,9.825792462,21.58490222,6.030752832,6.684025431,6.644152045,13.63003639,6.021425229
936,15.82468783,7.991955603,15.80307434,4.916806951,19.4130132,11.6921267,32.24358236,8.992369094,18.39337513,5.276640492,16.40653847,6.915344609
937,10.8794142,8.298561525,23.10895075,4.101597388,19.22149062,14.18843796,10.97703614,8.665648461,15.2164127,3.567287601,14.1517979,12.29880228
938,12.17711943,8.171297979,7.085195788,4.103948071,2.159514488,12.60286392,31.27625599,9.562186537,6.529295247,6.198830152,3.260653187,15.02501417
939,23.09365476,20.62054497,4.595292998,15.39187927,5.051538983,5.339234631,33.33333514,18.68534312,7.576205863,12.83328786,4.399207762,7.45811453
940,24.30688711,23.89163945,7.383014664,4.68736995,4.589145275,8.937737496,29.341228,19.95322604,8.63933332,8.488269452,5.062331983,9.088568878
941,11.17756434,6.756840786,2.570692962,3.623453548,3.315744394,7.168671321,8.732078797,5.067982349,1.904346164,4.400174545,4.166417952,10.74201573
942,8.745207172,1.41180731,1.64699741,4.36589315,1.280860575,0.312700839,9.438446899,2.035912246,1.251808579,5.141749573,1.89615732,2.818820806
943,1.817836599,3.968488867,1.918181609,0.994692658,0.741777615,0.358575384,4.62381126,3.132295058,2.173499841,2.06769779,1.049430143,0.248721207
944,0.793067415,1.98873391,0.463161891,0.301904834,0.121300048,0.580901846,2.061610977,1.104903625,0.788380051,0.499325883,0.271202637,0.333217534
945,0.294589379,0.157341905,0.057329027,0.126505073,0.014673333,0.10111282,0.347219081,0.097498426,0.05697699,0.101278571,0.034925568,0.098491501
946,2.770096011,0.577127357,0.829993399,0.145712934,0.195831662,0.267710379,2.988552377,0.656389071,0.749729831,0.132086946,0.192954172,0.614029839
947,6.298011194,3.810939039,3.188358818,2.69055225,2.105471495,2.265332986,6.59751121,2.874976903,3.952683585,1.929814591,2.063352578,1.890918355
948,16.49386965,9.068755096,11.86548682,9.051974625,9.271697964,8.808901387,11.77789897,5.832169595,7.57649469,6.067629128,7.444788696,6.40200513
949,31.11849485,13.31065049,14.85052768,10.21581488,2.964119378,6.427625589,18.67578352,8.027633485,9.027792388,6.565026136,6.668215602,5.736789986
950,21.75021197,6.730977324,8.039414926,6.519204561,16.52923361,17.72643574,21.36395279,12.21469762,11.11771131,4.879787691,9.308552574,9.969375303
951,41.45922355,17.17627994,12.73940772,5.125018072,4.552396646,25.97296642,37.78671576,18.00923772,18.09625634,7.062292342,3.450303608,13.16701233
952,39.50471127,22.7118282,15.37528428,4.364066121,9.289269263,10.80396462,33.84616025,17.1706489,12.78155281,7.45176901,6.429452372,7.096325747
953,15.84715822,9.553256138,2.704108514,16.05826349,9.448162844,8.210246182,20.28500757,16.47661544,5.185087655,12.63538216,7.793316892,5.628831727
954,12.75795249,4.718033542,4.143857807,14.54376358,20.66814342,8.811585334,16.07920456,6.986938339,5.705906516,8.360996101,15.23575708,5.081404438
955,6.9090988,2.193679153,13.36806245,5.328242102,9.552202393,9.04743754,18.40785842,3.267258463,10.53568442,3.76389826,6.651277815,7.667800047
956,12.49266849,1.129650384,6.806718886,2.859389448,1.188061868,11.83048312,9.834163644,1.410326286,4.346216799,3.380859187,3.343777739,7.042517755
957,11.98839958,1.276287006,5.912333166,0.840840401,3.478698557,4.952695901,9.166018149,0.857697923,4.305720504,0.860803343,2.252877396,3.523707746
958,11.21024841,1.060510197,2.605852528,0.361915601,2.547286205,1.186388086,9.47495636,0.724432852,2.288513546,0.711277241,1.664368352,1.569717287
959,2.616542557,0.962497443,0.656195587,0.204826845,0.154600887,0.478267047,2.7179629,0.570346265,0.512058673,0.119742717,0.266187847,0.771867812
960,0.423853381,0.26610621,0.146587551,0.126689109,0.094597628,0.044221415,0.423028015,0.241321449,0.163754043,0.11288968,0.207422452,0.652332944
961,0.840027694,0.095105283,0.138029376,0.166008775,0.289896725,0.375557377,1.949188001,0.386031847,0.265800751,0.316950175,0.422490908,0.861099321
962,2.577821714,0.378897144,1.571664394,0.756918333,1.808661649,0.943069624,3.387942157,0.825530895,1.137883852,1.838493412,2.886830752,1.04897389
