Unit_ID,Treatment,PeakToTrough_ms,Stimulus,Trial,Period,FR_Hz
80719_site3_cluster242,laserOn,0.4,R-LG BK971,17,Stimulus,2
80719_site3_cluster242,laserOn,0.4,R-LG BK971,18,Baseline,0
80719_site3_cluster242,laserOn,0.4,R-LG BK971,18,Stimulus,0
80719_site3_cluster242,laserOn,0.4,R-LG BK971,19,Baseline,2
80719_site3_cluster242,laserOn,0.4,R-LG BK971,19,Stimulus,2
80719_site3_cluster242,laserOn,0.4,R-LG BK971,20,Baseline,2
80719_site3_cluster242,laserOn,0.4,R-LG BK971,20,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,M632,1,Baseline,2
80719_site3_cluster244,laserOn,0.166666667,M632,1,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,M632,2,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,M632,2,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,M632,3,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,M632,3,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,M632,4,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,M632,4,Stimulus,2
80719_site3_cluster244,laserOn,0.166666667,M632,5,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,M632,5,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,OR-WH LG159,6,Baseline,2
80719_site3_cluster244,laserOn,0.166666667,OR-WH LG159,6,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,OR-WH LG159,7,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,OR-WH LG159,7,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,OR-WH LG159,8,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,OR-WH LG159,8,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,OR-WH LG159,9,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,OR-WH LG159,9,Stimulus,2
80719_site3_cluster244,laserOn,0.166666667,OR-WH LG159,10,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,OR-WH LG159,10,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,R-DG R749,11,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,R-DG R749,11,Stimulus,2
80719_site3_cluster244,laserOn,0.166666667,R-DG R749,12,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,R-DG R749,12,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,R-DG R749,13,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,R-DG R749,13,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,R-DG R749,14,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,R-DG R749,14,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,R-DG R749,15,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,R-DG R749,15,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,R-LG BK971,16,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,R-LG BK971,16,Stimulus,2
80719_site3_cluster244,laserOn,0.166666667,R-LG BK971,17,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,R-LG BK971,17,Stimulus,2
80719_site3_cluster244,laserOn,0.166666667,R-LG BK971,18,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,R-LG BK971,18,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,R-LG BK971,19,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,R-LG BK971,19,Stimulus,0
80719_site3_cluster244,laserOn,0.166666667,R-LG BK971,20,Baseline,0
80719_site3_cluster244,laserOn,0.166666667,R-LG BK971,20,Stimulus,0
80719_site3_cluster251,laserOn,0.233333333,M632,1,Baseline,0
80719_site3_cluster251,laserOn,0.233333333,M632,1,Stimulus,2
80719_site3_cluster251,laserOn,0.233333333,M632,2,Baseline,0
80719_site3_cluster251,laserOn,0.233333333,M632,2,Stimulus,2
80719_site3_cluster251,laserOn,0.233333333,M632,3,Baseline,2
80719_site3_cluster251,laserOn,0.233333333,M632,3,Stimulus,0
80719_site3_cluster251,laserOn,0.233333333,M632,4,Baseline,2
80719_site3_cluster251,laserOn,0.233333333,M632,4,Stimulus,2
80719_site3_cluster251,laserOn,0.233333333,M632,5,Baseline,0
80719_site3_cluster251,laserOn,0.233333333,M632,5,Stimulus,2
80719_site3_cluster251,laserOn,0.233333333,OR-WH LG159,6,Baseline,2
80719_site3_cluster251,laserOn,0.233333333,OR-WH LG159,6,Stimulus,0
80719_site3_cluster251,laserOn,0.233333333,OR-WH LG159,7,Baseline,0
80719_site3_cluster251,laserOn,0.233333333,OR-WH LG159,7,Stimulus,0
80719_site3_cluster251,laserOn,0.233333333,OR-WH LG159,8,Baseline,0
80719_site3_cluster251,laserOn,0.233333333,OR-WH LG159,8,Stimulus,2
80719_site3_cluster251,laserOn,0.233333333,OR-WH LG159,9,Baseline,4
80719_site3_cluster251,laserOn,0.233333333,OR-WH LG159,9,Stimulus,2
80719_site3_cluster251,laserOn,0.233333333,OR-WH LG159,10,Baseline,6
80719_site3_cluster251,laserOn,0.233333333,OR-WH LG159,10,Stimulus,2
80719_site3_cluster251,laserOn,0.233333333,R-DG R749,11,Baseline,0
80719_site3_cluster251,laserOn,0.233333333,R-DG R749,11,Stimulus,4
80719_site3_cluster251,laserOn,0.233333333,R-DG R749,12,Baseline,0
80719_site3_cluster251,laserOn,0.233333333,R-DG R749,12,Stimulus,0
80719_site3_cluster251,laserOn,0.233333333,R-DG R749,13,Baseline,0
80719_site3_cluster251,laserOn,0.233333333,R-DG R749,13,Stimulus,0
80719_site3_cluster251,laserOn,0.233333333,R-DG R749,14,Baseline,2
80719_site3_cluster251,laserOn,0.233333333,R-DG R749,14,Stimulus,2
80719_site3_cluster251,laserOn,0.233333333,R-DG R749,15,Baseline,0
80719_site3_cluster251,laserOn,0.233333333,R-DG R749,15,Stimulus,2
80719_site3_cluster251,laserOn,0.233333333,R-LG BK971,16,Baseline,0
80719_site3_cluster251,laserOn,0.233333333,R-LG BK971,16,Stimulus,0
80719_site3_cluster251,laserOn,0.233333333,R-LG BK971,17,Baseline,2
80719_site3_cluster251,laserOn,0.233333333,R-LG BK971,17,Stimulus,0
80719_site3_cluster251,laserOn,0.233333333,R-LG BK971,18,Baseline,0
80719_site3_cluster251,laserOn,0.233333333,R-LG BK971,18,Stimulus,0
80719_site3_cluster251,laserOn,0.233333333,R-LG BK971,19,Baseline,4
80719_site3_cluster251,laserOn,0.233333333,R-LG BK971,19,Stimulus,2
80719_site3_cluster251,laserOn,0.233333333,R-LG BK971,20,Baseline,2
80719_site3_cluster251,laserOn,0.233333333,R-LG BK971,20,Stimulus,0
80719_site3_cluster313,laserOn,0.2,M632,1,Baseline,0
80719_site3_cluster313,laserOn,0.2,M632,1,Stimulus,0
80719_site3_cluster313,laserOn,0.2,M632,2,Baseline,2
80719_site3_cluster313,laserOn,0.2,M632,2,Stimulus,8
80719_site3_cluster313,laserOn,0.2,M632,3,Baseline,2
80719_site3_cluster313,laserOn,0.2,M632,3,Stimulus,6
80719_site3_cluster313,laserOn,0.2,M632,4,Baseline,2
80719_site3_cluster313,laserOn,0.2,M632,4,Stimulus,10
80719_site3_cluster313,laserOn,0.2,M632,5,Baseline,0
80719_site3_cluster313,laserOn,0.2,M632,5,Stimulus,2
80719_site3_cluster313,laserOn,0.2,OR-WH LG159,6,Baseline,2
80719_site3_cluster313,laserOn,0.2,OR-WH LG159,6,Stimulus,8
80719_site3_cluster313,laserOn,0.2,OR-WH LG159,7,Baseline,0
80719_site3_cluster313,laserOn,0.2,OR-WH LG159,7,Stimulus,2
80719_site3_cluster313,laserOn,0.2,OR-WH LG159,8,Baseline,4
80719_site3_cluster313,laserOn,0.2,OR-WH LG159,8,Stimulus,10
80719_site3_cluster313,laserOn,0.2,OR-WH LG159,9,Baseline,0
80719_site3_cluster313,laserOn,0.2,OR-WH LG159,9,Stimulus,2
80719_site3_cluster313,laserOn,0.2,OR-WH LG159,10,Baseline,6
80719_site3_cluster313,laserOn,0.2,OR-WH LG159,10,Stimulus,0
80719_site3_cluster313,laserOn,0.2,R-DG R749,11,Baseline,0
80719_site3_cluster313,laserOn,0.2,R-DG R749,11,Stimulus,2
80719_site3_cluster313,laserOn,0.2,R-DG R749,12,Baseline,0
80719_site3_cluster313,laserOn,0.2,R-DG R749,12,Stimulus,4
80719_site3_cluster313,laserOn,0.2,R-DG R749,13,Baseline,4
80719_site3_cluster313,laserOn,0.2,R-DG R749,13,Stimulus,2
80719_site3_cluster313,laserOn,0.2,R-DG R749,14,Baseline,2
80719_site3_cluster313,laserOn,0.2,R-DG R749,14,Stimulus,4
80719_site3_cluster313,laserOn,0.2,R-DG R749,15,Baseline,2
80719_site3_cluster313,laserOn,0.2,R-DG R749,15,Stimulus,2
80719_site3_cluster313,laserOn,0.2,R-LG BK971,16,Baseline,0
80719_site3_cluster313,laserOn,0.2,R-LG BK971,16,Stimulus,4
80719_site3_cluster313,laserOn,0.2,R-LG BK971,17,Baseline,4
80719_site3_cluster313,laserOn,0.2,R-LG BK971,17,Stimulus,8
80719_site3_cluster313,laserOn,0.2,R-LG BK971,18,Baseline,4
80719_site3_cluster313,laserOn,0.2,R-LG BK971,18,Stimulus,2
80719_site3_cluster313,laserOn,0.2,R-LG BK971,19,Baseline,0
80719_site3_cluster313,laserOn,0.2,R-LG BK971,19,Stimulus,2
80719_site3_cluster313,laserOn,0.2,R-LG BK971,20,Baseline,2
80719_site3_cluster313,laserOn,0.2,R-LG BK971,20,Stimulus,8
80719_site3_cluster75,laserOn,0.2,M632,1,Baseline,2
80719_site3_cluster75,laserOn,0.2,M632,1,Stimulus,4
80719_site3_cluster75,laserOn,0.2,M632,2,Baseline,4
80719_site3_cluster75,laserOn,0.2,M632,2,Stimulus,4
80719_site3_cluster75,laserOn,0.2,M632,3,Baseline,2
80719_site3_cluster75,laserOn,0.2,M632,3,Stimulus,0
80719_site3_cluster75,laserOn,0.2,M632,4,Baseline,2
80719_site3_cluster75,laserOn,0.2,M632,4,Stimulus,0
80719_site3_cluster75,laserOn,0.2,M632,5,Baseline,0
80719_site3_cluster75,laserOn,0.2,M632,5,Stimulus,2
80719_site3_cluster75,laserOn,0.2,OR-WH LG159,6,Baseline,0
80719_site3_cluster75,laserOn,0.2,OR-WH LG159,6,Stimulus,2
80719_site3_cluster75,laserOn,0.2,OR-WH LG159,7,Baseline,4
80719_site3_cluster75,laserOn,0.2,OR-WH LG159,7,Stimulus,6
80719_site3_cluster75,laserOn,0.2,OR-WH LG159,8,Baseline,0
80719_site3_cluster75,laserOn,0.2,OR-WH LG159,8,Stimulus,6
80719_site3_cluster75,laserOn,0.2,OR-WH LG159,9,Baseline,4
80719_site3_cluster75,laserOn,0.2,OR-WH LG159,9,Stimulus,4
80719_site3_cluster75,laserOn,0.2,OR-WH LG159,10,Baseline,4
80719_site3_cluster75,laserOn,0.2,OR-WH LG159,10,Stimulus,0
80719_site3_cluster75,laserOn,0.2,R-DG R749,11,Baseline,4
80719_site3_cluster75,laserOn,0.2,R-DG R749,11,Stimulus,2
80719_site3_cluster75,laserOn,0.2,R-DG R749,12,Baseline,0
80719_site3_cluster75,laserOn,0.2,R-DG R749,12,Stimulus,2
80719_site3_cluster75,laserOn,0.2,R-DG R749,13,Baseline,0
80719_site3_cluster75,laserOn,0.2,R-DG R749,13,Stimulus,2
80719_site3_cluster75,laserOn,0.2,R-DG R749,14,Baseline,0
80719_site3_cluster75,laserOn,0.2,R-DG R749,14,Stimulus,0
80719_site3_cluster75,laserOn,0.2,R-DG R749,15,Baseline,0
80719_site3_cluster75,laserOn,0.2,R-DG R749,15,Stimulus,0
80719_site3_cluster75,laserOn,0.2,R-LG BK971,16,Baseline,0
80719_site3_cluster75,laserOn,0.2,R-LG BK971,16,Stimulus,0
80719_site3_cluster75,laserOn,0.2,R-LG BK971,17,Baseline,4
80719_site3_cluster75,laserOn,0.2,R-LG BK971,17,Stimulus,2
80719_site3_cluster75,laserOn,0.2,R-LG BK971,18,Baseline,0
80719_site3_cluster75,laserOn,0.2,R-LG BK971,18,Stimulus,2
80719_site3_cluster75,laserOn,0.2,R-LG BK971,19,Baseline,0
80719_site3_cluster75,laserOn,0.2,R-LG BK971,19,Stimulus,0
80719_site3_cluster75,laserOn,0.2,R-LG BK971,20,Baseline,0
80719_site3_cluster75,laserOn,0.2,R-LG BK971,20,Stimulus,2
80719_site4_cluster145,laserOff,0.2,WH-DG DG825,1,Baseline,2
80719_site4_cluster145,laserOff,0.2,WH-DG DG825,1,Stimulus,8
80719_site4_cluster145,laserOff,0.2,WH-DG DG825,2,Baseline,2
80719_site4_cluster145,laserOff,0.2,WH-DG DG825,2,Stimulus,14
80719_site4_cluster145,laserOff,0.2,WH-DG DG825,3,Baseline,2
80719_site4_cluster145,laserOff,0.2,WH-DG DG825,3,Stimulus,12
80719_site4_cluster145,laserOff,0.2,WH-DG DG825,4,Baseline,4
80719_site4_cluster145,laserOff,0.2,WH-DG DG825,4,Stimulus,10
80719_site4_cluster145,laserOff,0.2,WH-DG DG825,5,Baseline,2
80719_site4_cluster145,laserOff,0.2,WH-DG DG825,5,Stimulus,2
80719_site4_cluster145,laserOff,0.2,WH-R PK967,6,Baseline,4
80719_site4_cluster145,laserOff,0.2,WH-R PK967,6,Stimulus,10
80719_site4_cluster145,laserOff,0.2,WH-R PK967,7,Baseline,12
80719_site4_cluster145,laserOff,0.2,WH-R PK967,7,Stimulus,8
80719_site4_cluster145,laserOff,0.2,WH-R PK967,8,Baseline,2
80719_site4_cluster145,laserOff,0.2,WH-R PK967,8,Stimulus,4
80719_site4_cluster145,laserOff,0.2,WH-R PK967,9,Baseline,2
80719_site4_cluster145,laserOff,0.2,WH-R PK967,9,Stimulus,10
80719_site4_cluster145,laserOff,0.2,WH-R PK967,10,Baseline,2
80719_site4_cluster145,laserOff,0.2,WH-R PK967,10,Stimulus,8
80719_site4_cluster145,laserOff,0.2,WH27 LG147,11,Baseline,0
80719_site4_cluster145,laserOff,0.2,WH27 LG147,11,Stimulus,12
80719_site4_cluster145,laserOff,0.2,WH27 LG147,12,Baseline,8
80719_site4_cluster145,laserOff,0.2,WH27 LG147,12,Stimulus,20
80719_site4_cluster145,laserOff,0.2,WH27 LG147,13,Baseline,4
80719_site4_cluster145,laserOff,0.2,WH27 LG147,13,Stimulus,4
80719_site4_cluster145,laserOff,0.2,WH27 LG147,14,Baseline,4
80719_site4_cluster145,laserOff,0.2,WH27 LG147,14,Stimulus,4
80719_site4_cluster145,laserOff,0.2,WH27 LG147,15,Baseline,4
80719_site4_cluster145,laserOff,0.2,WH27 LG147,15,Stimulus,2
80719_site4_cluster145,laserOff,0.2,WH62,16,Baseline,6
80719_site4_cluster145,laserOff,0.2,WH62,16,Stimulus,12
80719_site4_cluster145,laserOff,0.2,WH62,17,Baseline,4
80719_site4_cluster145,laserOff,0.2,WH62,17,Stimulus,2
80719_site4_cluster145,laserOff,0.2,WH62,18,Baseline,0
80719_site4_cluster145,laserOff,0.2,WH62,18,Stimulus,4
80719_site4_cluster145,laserOff,0.2,WH62,19,Baseline,0
80719_site4_cluster145,laserOff,0.2,WH62,19,Stimulus,4
80719_site4_cluster145,laserOff,0.2,WH62,20,Baseline,4
80719_site4_cluster145,laserOff,0.2,WH62,20,Stimulus,2
80719_site4_cluster147,laserOff,0.233333333,WH-DG DG825,1,Baseline,6
80719_site4_cluster147,laserOff,0.233333333,WH-DG DG825,1,Stimulus,0
80719_site4_cluster147,laserOff,0.233333333,WH-DG DG825,2,Baseline,0
80719_site4_cluster147,laserOff,0.233333333,WH-DG DG825,2,Stimulus,2
80719_site4_cluster147,laserOff,0.233333333,WH-DG DG825,3,Baseline,4
80719_site4_cluster147,laserOff,0.233333333,WH-DG DG825,3,Stimulus,2
80719_site4_cluster147,laserOff,0.233333333,WH-DG DG825,4,Baseline,0
80719_site4_cluster147,laserOff,0.233333333,WH-DG DG825,4,Stimulus,2
80719_site4_cluster147,laserOff,0.233333333,WH-DG DG825,5,Baseline,6
80719_site4_cluster147,laserOff,0.233333333,WH-DG DG825,5,Stimulus,0
80719_site4_cluster147,laserOff,0.233333333,WH-R PK967,6,Baseline,6
80719_site4_cluster147,laserOff,0.233333333,WH-R PK967,6,Stimulus,4
80719_site4_cluster147,laserOff,0.233333333,WH-R PK967,7,Baseline,2
80719_site4_cluster147,laserOff,0.233333333,WH-R PK967,7,Stimulus,2
80719_site4_cluster147,laserOff,0.233333333,WH-R PK967,8,Baseline,2
80719_site4_cluster147,laserOff,0.233333333,WH-R PK967,8,Stimulus,0
80719_site4_cluster147,laserOff,0.233333333,WH-R PK967,9,Baseline,2
80719_site4_cluster147,laserOff,0.233333333,WH-R PK967,9,Stimulus,2
80719_site4_cluster147,laserOff,0.233333333,WH-R PK967,10,Baseline,2
80719_site4_cluster147,laserOff,0.233333333,WH-R PK967,10,Stimulus,8
80719_site4_cluster147,laserOff,0.233333333,WH27 LG147,11,Baseline,0
80719_site4_cluster147,laserOff,0.233333333,WH27 LG147,11,Stimulus,8
80719_site4_cluster147,laserOff,0.233333333,WH27 LG147,12,Baseline,6
80719_site4_cluster147,laserOff,0.233333333,WH27 LG147,12,Stimulus,0
80719_site4_cluster147,laserOff,0.233333333,WH27 LG147,13,Baseline,0
80719_site4_cluster147,laserOff,0.233333333,WH27 LG147,13,Stimulus,8
80719_site4_cluster147,laserOff,0.233333333,WH27 LG147,14,Baseline,2
80719_site4_cluster147,laserOff,0.233333333,WH27 LG147,14,Stimulus,2
80719_site4_cluster147,laserOff,0.233333333,WH27 LG147,15,Baseline,0
80719_site4_cluster147,laserOff,0.233333333,WH27 LG147,15,Stimulus,0
80719_site4_cluster147,laserOff,0.233333333,WH62,16,Baseline,4
80719_site4_cluster147,laserOff,0.233333333,WH62,16,Stimulus,10
80719_site4_cluster147,laserOff,0.233333333,WH62,17,Baseline,2
80719_site4_cluster147,laserOff,0.233333333,WH62,17,Stimulus,4
80719_site4_cluster147,laserOff,0.233333333,WH62,18,Baseline,0
80719_site4_cluster147,laserOff,0.233333333,WH62,18,Stimulus,0
80719_site4_cluster147,laserOff,0.233333333,WH62,19,Baseline,0
80719_site4_cluster147,laserOff,0.233333333,WH62,19,Stimulus,2
80719_site4_cluster147,laserOff,0.233333333,WH62,20,Baseline,0
80719_site4_cluster147,laserOff,0.233333333,WH62,20,Stimulus,2
80719_site4_cluster149,laserOff,0.166666667,WH-DG DG825,1,Baseline,4
80719_site4_cluster149,laserOff,0.166666667,WH-DG DG825,1,Stimulus,2
80719_site4_cluster149,laserOff,0.166666667,WH-DG DG825,2,Baseline,2
80719_site4_cluster149,laserOff,0.166666667,WH-DG DG825,2,Stimulus,6
80719_site4_cluster149,laserOff,0.166666667,WH-DG DG825,3,Baseline,6
80719_site4_cluster149,laserOff,0.166666667,WH-DG DG825,3,Stimulus,2
80719_site4_cluster149,laserOff,0.166666667,WH-DG DG825,4,Baseline,2
80719_site4_cluster149,laserOff,0.166666667,WH-DG DG825,4,Stimulus,4
80719_site4_cluster149,laserOff,0.166666667,WH-DG DG825,5,Baseline,2
80719_site4_cluster149,laserOff,0.166666667,WH-DG DG825,5,Stimulus,4
80719_site4_cluster149,laserOff,0.166666667,WH-R PK967,6,Baseline,0
80719_site4_cluster149,laserOff,0.166666667,WH-R PK967,6,Stimulus,6
80719_site4_cluster149,laserOff,0.166666667,WH-R PK967,7,Baseline,2
80719_site4_cluster149,laserOff,0.166666667,WH-R PK967,7,Stimulus,4
80719_site4_cluster149,laserOff,0.166666667,WH-R PK967,8,Baseline,0
80719_site4_cluster149,laserOff,0.166666667,WH-R PK967,8,Stimulus,4
80719_site4_cluster149,laserOff,0.166666667,WH-R PK967,9,Baseline,2
80719_site4_cluster149,laserOff,0.166666667,WH-R PK967,9,Stimulus,2
80719_site4_cluster149,laserOff,0.166666667,WH-R PK967,10,Baseline,2
80719_site4_cluster149,laserOff,0.166666667,WH-R PK967,10,Stimulus,4
80719_site4_cluster149,laserOff,0.166666667,WH27 LG147,11,Baseline,0
80719_site4_cluster149,laserOff,0.166666667,WH27 LG147,11,Stimulus,4
80719_site4_cluster149,laserOff,0.166666667,WH27 LG147,12,Baseline,4
80719_site4_cluster149,laserOff,0.166666667,WH27 LG147,12,Stimulus,10
80719_site4_cluster149,laserOff,0.166666667,WH27 LG147,13,Baseline,2
80719_site4_cluster149,laserOff,0.166666667,WH27 LG147,13,Stimulus,0
80719_site4_cluster149,laserOff,0.166666667,WH27 LG147,14,Baseline,0
80719_site4_cluster149,laserOff,0.166666667,WH27 LG147,14,Stimulus,2
80719_site4_cluster149,laserOff,0.166666667,WH27 LG147,15,Baseline,0
80719_site4_cluster149,laserOff,0.166666667,WH27 LG147,15,Stimulus,6
80719_site4_cluster149,laserOff,0.166666667,WH62,16,Baseline,2
80719_site4_cluster149,laserOff,0.166666667,WH62,16,Stimulus,6
80719_site4_cluster149,laserOff,0.166666667,WH62,17,Baseline,2
80719_site4_cluster149,laserOff,0.166666667,WH62,17,Stimulus,2
80719_site4_cluster149,laserOff,0.166666667,WH62,18,Baseline,0
80719_site4_cluster149,laserOff,0.166666667,WH62,18,Stimulus,8
80719_site4_cluster149,laserOff,0.166666667,WH62,19,Baseline,2
80719_site4_cluster149,laserOff,0.166666667,WH62,19,Stimulus,6
80719_site4_cluster149,laserOff,0.166666667,WH62,20,Baseline,0
80719_site4_cluster149,laserOff,0.166666667,WH62,20,Stimulus,2
80719_site4_cluster188,laserOff,0.166666667,WH-DG DG825,1,Baseline,14
80719_site4_cluster188,laserOff,0.166666667,WH-DG DG825,1,Stimulus,4
80719_site4_cluster188,laserOff,0.166666667,WH-DG DG825,2,Baseline,4
80719_site4_cluster188,laserOff,0.166666667,WH-DG DG825,2,Stimulus,28
80719_site4_cluster188,laserOff,0.166666667,WH-DG DG825,3,Baseline,2
80719_site4_cluster188,laserOff,0.166666667,WH-DG DG825,3,Stimulus,10
80719_site4_cluster188,laserOff,0.166666667,WH-DG DG825,4,Baseline,2
80719_site4_cluster188,laserOff,0.166666667,WH-DG DG825,4,Stimulus,8
80719_site4_cluster188,laserOff,0.166666667,WH-DG DG825,5,Baseline,6
80719_site4_cluster188,laserOff,0.166666667,WH-DG DG825,5,Stimulus,6
80719_site4_cluster188,laserOff,0.166666667,WH-R PK967,6,Baseline,4
80719_site4_cluster188,laserOff,0.166666667,WH-R PK967,6,Stimulus,36
80719_site4_cluster188,laserOff,0.166666667,WH-R PK967,7,Baseline,16
80719_site4_cluster188,laserOff,0.166666667,WH-R PK967,7,Stimulus,20
80719_site4_cluster188,laserOff,0.166666667,WH-R PK967,8,Baseline,4
80719_site4_cluster188,laserOff,0.166666667,WH-R PK967,8,Stimulus,10
80719_site4_cluster188,laserOff,0.166666667,WH-R PK967,9,Baseline,0
80719_site4_cluster188,laserOff,0.166666667,WH-R PK967,9,Stimulus,8
80719_site4_cluster188,laserOff,0.166666667,WH-R PK967,10,Baseline,4
80719_site4_cluster188,laserOff,0.166666667,WH-R PK967,10,Stimulus,16
80719_site4_cluster188,laserOff,0.166666667,WH27 LG147,11,Baseline,4
80719_site4_cluster188,laserOff,0.166666667,WH27 LG147,11,Stimulus,48
80719_site4_cluster188,laserOff,0.166666667,WH27 LG147,12,Baseline,24
80719_site4_cluster188,laserOff,0.166666667,WH27 LG147,12,Stimulus,40
80719_site4_cluster188,laserOff,0.166666667,WH27 LG147,13,Baseline,0
80719_site4_cluster188,laserOff,0.166666667,WH27 LG147,13,Stimulus,26
80719_site4_cluster188,laserOff,0.166666667,WH27 LG147,14,Baseline,2
80719_site4_cluster188,laserOff,0.166666667,WH27 LG147,14,Stimulus,18
80719_site4_cluster188,laserOff,0.166666667,WH27 LG147,15,Baseline,4
80719_site4_cluster188,laserOff,0.166666667,WH27 LG147,15,Stimulus,2
80719_site4_cluster188,laserOff,0.166666667,WH62,16,Baseline,10
80719_site4_cluster188,laserOff,0.166666667,WH62,16,Stimulus,32
80719_site4_cluster188,laserOff,0.166666667,WH62,17,Baseline,8
80719_site4_cluster188,laserOff,0.166666667,WH62,17,Stimulus,2
80719_site4_cluster188,laserOff,0.166666667,WH62,18,Baseline,4
80719_site4_cluster188,laserOff,0.166666667,WH62,18,Stimulus,12
80719_site4_cluster188,laserOff,0.166666667,WH62,19,Baseline,2
80719_site4_cluster188,laserOff,0.166666667,WH62,19,Stimulus,6
80719_site4_cluster188,laserOff,0.166666667,WH62,20,Baseline,2
80719_site4_cluster188,laserOff,0.166666667,WH62,20,Stimulus,0
80719_site4_cluster208,laserOff,0.266666667,WH-DG DG825,1,Baseline,2
80719_site4_cluster208,laserOff,0.266666667,WH-DG DG825,1,Stimulus,0
80719_site4_cluster208,laserOff,0.266666667,WH-DG DG825,2,Baseline,0
80719_site4_cluster208,laserOff,0.266666667,WH-DG DG825,2,Stimulus,22
80719_site4_cluster208,laserOff,0.266666667,WH-DG DG825,3,Baseline,2
80719_site4_cluster208,laserOff,0.266666667,WH-DG DG825,3,Stimulus,6
80719_site4_cluster208,laserOff,0.266666667,WH-DG DG825,4,Baseline,20
80719_site4_cluster208,laserOff,0.266666667,WH-DG DG825,4,Stimulus,10
80719_site4_cluster208,laserOff,0.266666667,WH-DG DG825,5,Baseline,4
80719_site4_cluster208,laserOff,0.266666667,WH-DG DG825,5,Stimulus,8
80719_site4_cluster208,laserOff,0.266666667,WH-R PK967,6,Baseline,8
80719_site4_cluster208,laserOff,0.266666667,WH-R PK967,6,Stimulus,16
80719_site4_cluster208,laserOff,0.266666667,WH-R PK967,7,Baseline,20
80719_site4_cluster208,laserOff,0.266666667,WH-R PK967,7,Stimulus,14
80719_site4_cluster208,laserOff,0.266666667,WH-R PK967,8,Baseline,12
80719_site4_cluster208,laserOff,0.266666667,WH-R PK967,8,Stimulus,2
80719_site4_cluster208,laserOff,0.266666667,WH-R PK967,9,Baseline,6
80719_site4_cluster208,laserOff,0.266666667,WH-R PK967,9,Stimulus,18
80719_site4_cluster208,laserOff,0.266666667,WH-R PK967,10,Baseline,0
80719_site4_cluster208,laserOff,0.266666667,WH-R PK967,10,Stimulus,22
80719_site4_cluster208,laserOff,0.266666667,WH27 LG147,11,Baseline,8
80719_site4_cluster208,laserOff,0.266666667,WH27 LG147,11,Stimulus,28
80719_site4_cluster208,laserOff,0.266666667,WH27 LG147,12,Baseline,6
80719_site4_cluster208,laserOff,0.266666667,WH27 LG147,12,Stimulus,10
80719_site4_cluster208,laserOff,0.266666667,WH27 LG147,13,Baseline,0
80719_site4_cluster208,laserOff,0.266666667,WH27 LG147,13,Stimulus,8
80719_site4_cluster208,laserOff,0.266666667,WH27 LG147,14,Baseline,20
80719_site4_cluster208,laserOff,0.266666667,WH27 LG147,14,Stimulus,0
80719_site4_cluster208,laserOff,0.266666667,WH27 LG147,15,Baseline,12
80719_site4_cluster208,laserOff,0.266666667,WH27 LG147,15,Stimulus,22
80719_site4_cluster208,laserOff,0.266666667,WH62,16,Baseline,24
80719_site4_cluster208,laserOff,0.266666667,WH62,16,Stimulus,10
80719_site4_cluster208,laserOff,0.266666667,WH62,17,Baseline,24
80719_site4_cluster208,laserOff,0.266666667,WH62,17,Stimulus,6
80719_site4_cluster208,laserOff,0.266666667,WH62,18,Baseline,20
80719_site4_cluster208,laserOff,0.266666667,WH62,18,Stimulus,2
80719_site4_cluster208,laserOff,0.266666667,WH62,19,Baseline,0
80719_site4_cluster208,laserOff,0.266666667,WH62,19,Stimulus,4
80719_site4_cluster208,laserOff,0.266666667,WH62,20,Baseline,16
80719_site4_cluster208,laserOff,0.266666667,WH62,20,Stimulus,0
80719_site4_cluster145,laserOn,0.2,WH-DG DG825,1,Baseline,2
